Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Figueroa-García, J.C.; LóPez-Santana, E.R.; Villa, J.L.; Ferro-Escobar, R.","Figueroa-García, Juan Carlos (24767828800); LóPez-Santana, Eduyn Ramiro (57189442448); Villa, J. L. (7005142049); Ferro-Escobar, Roberto (16174917900)",24767828800; 57189442448; 7005142049; 16174917900,Preface,2017,Communications in Computer and Information Science,742,,,V,VI,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030027376&partnerID=40&md5=7dc7173d6405257a50365abfcabdaaa4,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Editorial,Final,,Scopus,2-s2.0-85030027376,2-s2.0-85030027376,Q4,issn,"['24767828800', '57189442448', '7005142049', '16174917900']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Ospina-Mateus, H.; Acevedo-Chedid, J.; Salas-Navarro, K.; Morales-Londoño, N.; Montero-Perez, J.","Ospina-Mateus, Holman (57194034904); Acevedo-Chedid, Jaime (57193533853); Salas-Navarro, Katherinne (57193504630); Morales-Londoño, Natalie (57195913974); Montero-Perez, Jairo (57195913794)",57194034904; 57193533853; 57193504630; 57195913974; 57195913794,Model of optimization of mining complex for the planning of flow of quarry production of limestone in multiple products and with elements for the analysis of the capacity,2017,Communications in Computer and Information Science,742,,,544,555,3,10.1007/978-3-319-66963-2_48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030026163&doi=10.1007%2F978-3-319-66963-2_48&partnerID=40&md5=dab8fc2072f08761db341843af2d2a24,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85030026163,2-s2.0-85030026163,Q4,issn,"['57194034904', '57193533853', '57193504630', '57195913974', '57195913794']",57194034904,HOLMAN OSPINA MATEUS,T00014261,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Magre, L.A.M.; Martinez-Santos, J.C.","Magre, Luz Alejandra (56682785300); Martinez-Santos, Juan Carlos (26325154200)",56682785300; 26325154200,Leveraging 1-wire communication bus system for secure home automation,2017,Communications in Computer and Information Science,735,,,759,771,3,10.1007/978-3-319-66562-7_54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028646233&doi=10.1007%2F978-3-319-66562-7_54&partnerID=40&md5=f7af46026880c70953c761e97b63d9f3,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85028646233,2-s2.0-85028646233,Q4,issn,"['56682785300', '26325154200']",56682785300,LUZ ALEJANDRA MAGRE COLORADO,T00022128,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Magre, L.A.M.; Martinez-Santos, J.C.","Magre, Luz Alejandra (56682785300); Martinez-Santos, Juan Carlos (26325154200)",56682785300; 26325154200,Leveraging 1-wire communication bus system for secure home automation,2017,Communications in Computer and Information Science,735,,,759,771,3,10.1007/978-3-319-66562-7_54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028646233&doi=10.1007%2F978-3-319-66562-7_54&partnerID=40&md5=f7af46026880c70953c761e97b63d9f3,18650929,9789819671748; 9789819664610; 9783032026743; 9783032008831; 9783032026712; 9789819671779; 9783031949425; 9789819666874; 9783031936968; 9783031941207,,Conference paper,Final,,Scopus,2-s2.0-85028646233,2-s2.0-85028646233,Q4,issn,"['56682785300', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Acevedo-Chedid, J.; Salas-Navarro, K.; Ospina-Mateus, H.; Santander-Mercado, A.","Acevedo-Chedid, Jaime (57193533853); Salas-Navarro, Katherinne (57193504630); Ospina-Mateus, Holman (57194034904); Santander-Mercado, Alcides R. (57185806100)",57193533853; 57193504630; 57194034904; 57185806100,Reactive scheduling in collaborative supply chain: A literature review; Reprogramación de producción en cadenas de suministro colaborativas: Una revisión de la literatura,2017,Espacios,38,29,30,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021369604&partnerID=40&md5=5f726c13ef14757839dce458002738c2,07981015,,,Article,Final,,Scopus,2-s2.0-85021369604,2-s2.0-85021369604,SQ,none,"['57193533853', '57193504630', '57194034904', '57185806100']",57194034904,HOLMAN OSPINA MATEUS,T00014261,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Palencia Díaz, A.; Barraza-Botet, C.; Bula Silvera, A.J.","Palencia Díaz, Argemiro (56801043600); Barraza-Botet, Cesar L. (56724273500); Bula Silvera, Antonio José (6602652627)",56801043600; 56724273500; 6602652627,Experimental study of flat plate cooling using draft induced by a submerged radial jet,2017,Revista Facultad de Ingenieria,2017,83,,57,64,0,10.17533/udea.redin.n83a08,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021267754&doi=10.17533%2Fudea.redin.n83a08&partnerID=40&md5=0979ccfb9d3e553e75dbaddd7f1e83f9,01206230,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85021267754,2-s2.0-85021267754,Q4,issn,"['56801043600', '56724273500', '6602652627']",56801043600,ARGEMIRO PALENCIA DIAZ,T00069460,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Mercado-Aguirre, I.M.; Patiño, A.; Contreras-Ortiz, S.H.","Mercado-Aguirre, Isabela M. (57190165939); Patiño, Alberto (57190688459); Contreras-Ortiz, Sonia H. (57210822856)",57190165939; 57190688459; 57210822856,Region growing segmentation of ultrasound images using gradients and local statistics,2017,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,10139,,101391E,,,1,10.1117/12.2254518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020784325&doi=10.1117%2F12.2254518&partnerID=40&md5=0748acc0ff91b4d08a60bad7b2a5f36c,16057422,9781510605251; 9781510605497; 9781510669673; 9781510669833; 9781510607118; 0819464236; 9780819488763; 9781510605398; 9781510658233; 9781510671621,,Conference paper,Final,,Scopus,2-s2.0-85020784325,2-s2.0-85020784325,SQ,none,"['57190165939', '57190688459', '57210822856']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Mercado-Aguirre, I.M.; Patiño, A.; Contreras-Ortiz, S.H.","Mercado-Aguirre, Isabela M. (57190165939); Patiño, Alberto (57190688459); Contreras-Ortiz, Sonia H. (57210822856)",57190165939; 57190688459; 57210822856,Region growing segmentation of ultrasound images using gradients and local statistics,2017,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,10139,,101391E,,,1,10.1117/12.2254518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020784325&doi=10.1117%2F12.2254518&partnerID=40&md5=0748acc0ff91b4d08a60bad7b2a5f36c,16057422,9781510605251; 9781510605497; 9781510669673; 9781510669833; 9781510607118; 0819464236; 9780819488763; 9781510605398; 9781510658233; 9781510671621,,Conference paper,Final,,Scopus,2-s2.0-85020784325,2-s2.0-85020784325,SQ,none,"['57190165939', '57190688459', '57210822856']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Patiño, A.; Contreras-Ortiz, S.H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Contreras-Ortiz, Sonia H. (57210822856); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57210822856; 26325154200,A low noise stenography method for medical images with QR encoding of patient information,2017,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,10138,,101380H,,,3,10.1117/12.2254568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020376303&doi=10.1117%2F12.2254568&partnerID=40&md5=4d47f79de00f36617e21668810ddeb1e,16057422,9781510605251; 9781510605497; 9781510669673; 9781510669833; 9781510607118; 0819464236; 9780819488763; 9781510605398; 9781510658233; 9781510671621,,Conference paper,Final,,Scopus,2-s2.0-85020376303,2-s2.0-85020376303,SQ,none,"['57190688459', '57210822856', '26325154200']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Patiño, A.; Contreras-Ortiz, S.H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Contreras-Ortiz, Sonia H. (57210822856); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57210822856; 26325154200,A low noise stenography method for medical images with QR encoding of patient information,2017,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,10138,,101380H,,,3,10.1117/12.2254568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020376303&doi=10.1117%2F12.2254568&partnerID=40&md5=4d47f79de00f36617e21668810ddeb1e,16057422,9781510605251; 9781510605497; 9781510669673; 9781510669833; 9781510607118; 0819464236; 9780819488763; 9781510605398; 9781510658233; 9781510671621,,Conference paper,Final,,Scopus,2-s2.0-85020376303,2-s2.0-85020376303,SQ,none,"['57190688459', '57210822856', '26325154200']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Patiño, A.; Contreras-Ortiz, S.H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Contreras-Ortiz, Sonia H. (57210822856); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57210822856; 26325154200,A low noise stenography method for medical images with QR encoding of patient information,2017,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,10138,,101380H,,,3,10.1117/12.2254568,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020376303&doi=10.1117%2F12.2254568&partnerID=40&md5=4d47f79de00f36617e21668810ddeb1e,16057422,9781510605251; 9781510605497; 9781510669673; 9781510669833; 9781510607118; 0819464236; 9780819488763; 9781510605398; 9781510658233; 9781510671621,,Conference paper,Final,,Scopus,2-s2.0-85020376303,2-s2.0-85020376303,SQ,none,"['57190688459', '57210822856', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Sierra-Porta, D.; Chirinos, M.; Stock, J.","Sierra-Porta, D. (57191333650); Chirinos, M. (56003049400); Stock, J. (35186387000)",57191333650; 56003049400; 35186387000,Comparison of solutions to the Thomas-Fermi equation by a direct method and variational calculus,2017,Revista Mexicana de Fisica,63,4,,333,338,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020251039&partnerID=40&md5=f972c8653d7428ad51ef425d696ec832,0035001X,,,Article,Final,,Scopus,2-s2.0-85020251039,2-s2.0-85020251039,Q3,issn,"['57191333650', '56003049400', '35186387000']",57191333650,DAVID SIERRA PORTA,T00069449,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Mercado-Aguirre, I.M.; Contreras-Ortiz, S.H.","Mercado-Aguirre, Isabela M. (57190165939); Contreras-Ortiz, Sonia H. (57210822856)",57190165939; 57210822856,Design and construction of a wearable wireless electrogoniometer for joint angle measurements in sports,2017,IFMBE Proceedings,60,,,389,392,4,10.1007/978-981-10-4086-3_98,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018414490&doi=10.1007%2F978-981-10-4086-3_98&partnerID=40&md5=94bd37d1742ddeac8afb4cb80b20657a,16800737,9783032043719; 9783642039034; 9783030318659; 9783031422423; 9783642293047; 9783319122618; 9783031901966; 9783642130380; 9783031821226; 9783031469329,,Conference paper,Final,,Scopus,2-s2.0-85018414490,2-s2.0-85018414490,SQ,none,"['57190165939', '57210822856']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Ospina-Mateus, H.; Niño-Prada, B.; Tilbe-Ayola, K.; Contreras-Ortiz, S.H.","Ospina-Mateus, Holman (57194034904); Niño-Prada, Benilda (57194035998); Tilbe-Ayola, Keyla (57194044971); Contreras-Ortiz, Sonia H. (57210822856)",57194034904; 57194035998; 57194044971; 57210822856,"Ergonomic and biomechanical evaluation of the use of computers, tablets and smart phones by children. A pilot study",2017,IFMBE Proceedings,60,,,320,324,1,10.1007/978-981-10-4086-3_81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018396408&doi=10.1007%2F978-981-10-4086-3_81&partnerID=40&md5=854b9a6494f500f9c56a649a44473c77,16800737,9783032043719; 9783642039034; 9783030318659; 9783031422423; 9783642293047; 9783319122618; 9783031901966; 9783642130380; 9783031821226; 9783031469329,,Conference paper,Final,,Scopus,2-s2.0-85018396408,2-s2.0-85018396408,SQ,none,"['57194034904', '57194035998', '57194044971', '57210822856']",57194034904,HOLMAN OSPINA MATEUS,T00014261,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Ospina-Mateus, H.; Niño-Prada, B.; Tilbe-Ayola, K.; Contreras-Ortiz, S.H.","Ospina-Mateus, Holman (57194034904); Niño-Prada, Benilda (57194035998); Tilbe-Ayola, Keyla (57194044971); Contreras-Ortiz, Sonia H. (57210822856)",57194034904; 57194035998; 57194044971; 57210822856,"Ergonomic and biomechanical evaluation of the use of computers, tablets and smart phones by children. A pilot study",2017,IFMBE Proceedings,60,,,320,324,1,10.1007/978-981-10-4086-3_81,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018396408&doi=10.1007%2F978-981-10-4086-3_81&partnerID=40&md5=854b9a6494f500f9c56a649a44473c77,16800737,9783032043719; 9783642039034; 9783030318659; 9783031422423; 9783642293047; 9783319122618; 9783031901966; 9783642130380; 9783031821226; 9783031469329,,Conference paper,Final,,Scopus,2-s2.0-85018396408,2-s2.0-85018396408,SQ,none,"['57194034904', '57194035998', '57194044971', '57210822856']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Marrugo, A.G.; Millán, M.S.","Marrugo, Andrés G. (24329839300); Millán, María S. (7201466399)",24329839300; 7201466399,Retinal image analysis: Image processing and feature extraction oriented to the clinical task,2017,Optica Pura y Aplicada,50,1,,49,62,4,10.7149/OPA.50.1.49507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016604839&doi=10.7149%2FOPA.50.1.49507&partnerID=40&md5=8541398c4401d3d9a9bba1cf14ca93e8,00303917,,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85016604839,2-s2.0-85016604839,Q4,title,"['24329839300', '7201466399']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Romero, L.A.; Millán, M.S.","Romero, Lenny A. (36142156300); Millán, María S. (7201466399)",36142156300; 7201466399,Programmable diffractive optical elements with applicability in ophthalmic optics; Elementos ópticos difractivos programables con aplicabilidad en óptica oftálmica,2017,Optica Pura y Aplicada,50,1,,75,91,2,10.7149/OPA.50.1.49509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016593929&doi=10.7149%2FOPA.50.1.49509&partnerID=40&md5=a9885eba4e93d47f1e7d30f60bb837e4,00303917,,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85016593929,2-s2.0-85016593929,Q4,title,"['36142156300', '7201466399']",36142156300,LENNY ALEXANDRA ROMERO PEREZ,T00000080,CIENCIAS BÁSICAS
"Garcés-Prettel, M.-E.; Cabrera, J.A.","Garcés-Prettel, Miguel Efrén (57193012270); Cabrera, Jesús Arroyave (57193072399)",57193012270; 57193072399,Autonomía profesional y riesgos de seguridad de los periodistas en Colombia,2017,Perfiles Latinoamericanos,25,49,,35,53,17,10.18504/pl2549-002-2017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010458385&doi=10.18504%2Fpl2549-002-2017&partnerID=40&md5=752bf8901980987baad22958edb27057,01887653,,,Article,Final,All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-85010458385,2-s2.0-85010458385,Q3,title,"['57193012270', '57193072399']",57193012270,MIGUEL EFREN GARCES PRETTEL,T00021680,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Dos Santos Pereira, D.A.; Ceresini, P.C.; Castroagudín, V.L.; Ramos-Molina, L.M.; Chavarro-Mesa, E.; Negrisoli, M.M.; Campos, S.N.; Pegolo, M.E.S.; Takada, H.M.","Dos Santos Pereira, Danilo A. (57192639811); Ceresini, Paulo Cezar (6507211837); Castroagudín, Vanina Lilián (55974751500); Ramos-Molina, Lina Maria (57188837490); Chavarro-Mesa, Edisson (57188841051); Negrisoli, Matheus Mereb (57190385670); Campos, Samara Nunes (57192643985); Pegolo, Mauro E.S. (57192639631); Takada, Hélio Minoru (57192641786)",57192639811; 6507211837; 55974751500; 57188837490; 57188841051; 57190385670; 57192643985; 57192639631; 57192641786,Population genetic structure of Rhizoctonia oryzae-sativae from rice in Latin America and its adaptive potential to emerge as a pathogen on urochloa pastures,2017,Phytopathology,107,1,,121,131,11,10.1094/PHYTO-05-16-0219-R,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006989425&doi=10.1094%2FPHYTO-05-16-0219-R&partnerID=40&md5=7e179dc79f9402bbf2ef8b824a313785,0031949X,,PHYNB,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85006989425,2-s2.0-85006989425,Q1,issn,"['57192639811', '6507211837', '55974751500', '57188837490', '57188841051', '57190385670', '57192643985', '57192639631', '57192641786']",57188841051,EDISSON CHAVARRO MESA,T00053267,CIENCIAS BÁSICAS
"Pencue-Fierro, E.L.; Solano-Correa, Y.T.; Corrales, J.C.; Figueroa, A.","Pencue-Fierro, Edgar Leonairo (8219013500); Solano-Correa, Yady Tatiana (57156565000); Corrales, Juan Carlos (15135119500); Figueroa, Apolinar (56419849400)",8219013500; 57156565000; 15135119500; 56419849400,A Semi-Supervised Hybrid Approach for Multitemporal Multi-Region Multisensor Landsat Data Classification,2016,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,9,12,7769293,5424,5435,19,10.1109/JSTARS.2016.2623567,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006108559&doi=10.1109%2FJSTARS.2016.2623567&partnerID=40&md5=e4a3f3b3215772c1ccfa2160bd00c4a1,19391404,,,Article,Final,,Scopus,2-s2.0-85006108559,2-s2.0-85006108559,Q1,issn,"['8219013500', '57156565000', '15135119500', '56419849400']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Serrano, J.E.S.; Patino, O.A.; Martinez-Santos, J.C.","Serrano, Jairo E. (57220927199); Patino, Oscar Acevedo (57192643059); Martinez-Santos, Juan Carlos (26325154200)",57220927199; 57192643059; 26325154200,"AquApp, an information system for a collaborative sensor network",2016,,,,7750784,,,3,10.1109/ColumbianCC.2016.7750784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006976102&doi=10.1109%2FColumbianCC.2016.7750784&partnerID=40&md5=d3578e0e47028a582a2c8e26411cd61d,,9781509029662,,Conference paper,Final,,Scopus,2-s2.0-85006976102,2-s2.0-85006976102,SQ,none,"['57220927199', '57192643059', '26325154200']",57220927199,JAIRO ENRIQUE SERRANO CASTAÑEDA,T00010915,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Serrano, J.E.S.; Patino, O.A.; Martinez-Santos, J.C.","Serrano, Jairo E. (57220927199); Patino, Oscar Acevedo (57192643059); Martinez-Santos, Juan Carlos (26325154200)",57220927199; 57192643059; 26325154200,"AquApp, an information system for a collaborative sensor network",2016,,,,7750784,,,3,10.1109/ColumbianCC.2016.7750784,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006976102&doi=10.1109%2FColumbianCC.2016.7750784&partnerID=40&md5=d3578e0e47028a582a2c8e26411cd61d,,9781509029662,,Conference paper,Final,,Scopus,2-s2.0-85006976102,2-s2.0-85006976102,SQ,none,"['57220927199', '57192643059', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Vargas, R.; Pineda, J.; Marrugo, A.G.; Romero, L.A.","Vargas, Raúl (57117284600); Pineda, Jesus (57192270016); Marrugo, Andrés G. (24329839300); Romero, Lenny A. (36142156300)",57117284600; 57192270016; 24329839300; 36142156300,Background intensity removal in structured light three-dimensional reconstruction,2016,,,,7743326,,,5,10.1109/STSIVA.2016.7743326,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002980258&doi=10.1109%2FSTSIVA.2016.7743326&partnerID=40&md5=c49061a7edb7b0c854bf6db5f6741472,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002980258,2-s2.0-85002980258,SQ,none,"['57117284600', '57192270016', '24329839300', '36142156300']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Vargas, R.; Pineda, J.; Marrugo, A.G.; Romero, L.A.","Vargas, Raúl (57117284600); Pineda, Jesus (57192270016); Marrugo, Andrés G. (24329839300); Romero, Lenny A. (36142156300)",57117284600; 57192270016; 24329839300; 36142156300,Background intensity removal in structured light three-dimensional reconstruction,2016,,,,7743326,,,5,10.1109/STSIVA.2016.7743326,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002980258&doi=10.1109%2FSTSIVA.2016.7743326&partnerID=40&md5=c49061a7edb7b0c854bf6db5f6741472,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002980258,2-s2.0-85002980258,SQ,none,"['57117284600', '57192270016', '24329839300', '36142156300']",36142156300,LENNY ALEXANDRA ROMERO PEREZ,T00000080,CIENCIAS BÁSICAS
"Marrugo, A.G.; Vargas, R.; Contreras-Ortiz, S.H.; Millán, M.S.","Marrugo, Andrés G. (24329839300); Vargas, Raúl (57117284600); Contreras-Ortiz, Sonia H. (57210822856); Millán, María S. (7201466399)",24329839300; 57117284600; 57210822856; 7201466399,On the compensation of uneven illumination in retinal images for restoration by means of blind deconvolution,2016,,,,7743327,,,1,10.1109/STSIVA.2016.7743327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002970865&doi=10.1109%2FSTSIVA.2016.7743327&partnerID=40&md5=45c96a0c7fbbe9ed52bbcb1d9e26d65e,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002970865,2-s2.0-85002970865,SQ,none,"['24329839300', '57117284600', '57210822856', '7201466399']",24329839300,ANDRES GUILLERMO MARRUGO HERNANDEZ,T00013767,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Marrugo, A.G.; Vargas, R.; Contreras-Ortiz, S.H.; Millán, M.S.","Marrugo, Andrés G. (24329839300); Vargas, Raúl (57117284600); Contreras-Ortiz, Sonia H. (57210822856); Millán, María S. (7201466399)",24329839300; 57117284600; 57210822856; 7201466399,On the compensation of uneven illumination in retinal images for restoration by means of blind deconvolution,2016,,,,7743327,,,1,10.1109/STSIVA.2016.7743327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002970865&doi=10.1109%2FSTSIVA.2016.7743327&partnerID=40&md5=45c96a0c7fbbe9ed52bbcb1d9e26d65e,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002970865,2-s2.0-85002970865,SQ,none,"['24329839300', '57117284600', '57210822856', '7201466399']",57210822856,SONIA HELENA CONTRERAS ORTIZ,T00000243,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Patiño, A.; Altamar-Mercado, H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Altamar-Mercado, Hernando (57203321995); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57203321995; 26325154200,Speckle free optical watermarking based on pseudo-random phase encoding,2016,,,,7743296,,,2,10.1109/STSIVA.2016.7743296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002518268&doi=10.1109%2FSTSIVA.2016.7743296&partnerID=40&md5=c3ddf2b1ee15fa8efc2872d6ea4f3b67,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002518268,2-s2.0-85002518268,SQ,none,"['57190688459', '57203321995', '26325154200']",57190688459,ALBERTO PATIÑO VANEGAS,T00019348,CIENCIAS BÁSICAS
"Patiño, A.; Altamar-Mercado, H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Altamar-Mercado, Hernando (57203321995); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57203321995; 26325154200,Speckle free optical watermarking based on pseudo-random phase encoding,2016,,,,7743296,,,2,10.1109/STSIVA.2016.7743296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002518268&doi=10.1109%2FSTSIVA.2016.7743296&partnerID=40&md5=c3ddf2b1ee15fa8efc2872d6ea4f3b67,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002518268,2-s2.0-85002518268,SQ,none,"['57190688459', '57203321995', '26325154200']",57203321995,HERNANDO RAFAEL ALTAMAR MERCADO,T00021700,CIENCIAS BÁSICAS
"Patiño, A.; Altamar-Mercado, H.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Altamar-Mercado, Hernando (57203321995); Martinez-Santos, Juan Carlos (26325154200)",57190688459; 57203321995; 26325154200,Speckle free optical watermarking based on pseudo-random phase encoding,2016,,,,7743296,,,2,10.1109/STSIVA.2016.7743296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002518268&doi=10.1109%2FSTSIVA.2016.7743296&partnerID=40&md5=c3ddf2b1ee15fa8efc2872d6ea4f3b67,,9781509037971,,Conference paper,Final,,Scopus,2-s2.0-85002518268,2-s2.0-85002518268,SQ,none,"['57190688459', '57203321995', '26325154200']",26325154200,JUAN CARLOS MARTINEZ SANTOS,T00000254,ESCUELA DE TRANSFORMACIÓN DIGITAL
"Solano-Correa, Y.T.; Bovolo, F.; Bruzzone, L.","Solano-Correa, Yady Tatiana (57156565000); Bovolo, Francesca (9943212600); Bruzzone, Lorenzo (7006892410)",57156565000; 9943212600; 7006892410,An approach to multiple Change Detection in multisensor VHR optical images based on iterative clustering,2016,International Geoscience and Remote Sensing Symposium (IGARSS),2016-November,,7730342,5149,5152,6,10.1109/IGARSS.2016.7730342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007493470&doi=10.1109%2FIGARSS.2016.7730342&partnerID=40&md5=b653031ea1197cd2985ca7b0b43ec78f,21536996,1424412129; 0780312406; 9780780390508; 9798350320107; 9781728163741; 9781424495658; 9781665427920; 9781479911141; 9781479957750; 9781479979295,IGRSE,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85007493470,2-s2.0-85007493470,SQ,none,"['57156565000', '9943212600', '7006892410']",57156565000,YADY TATIANA SOLANO CORREA,T00076376,ESCUELA DE TRANSFORMACIÓN DIGITAL
