pub_id,Year,Title,Source,ISSN,DOI,EID,quartile,escuelas,docentes
2-s2.0-85108284120,2020,"Community diagnosis for integral management of solid waste. Case study: Barrio Fredonia, Cartagena; Diagnóstico comunitario para manejo integral de residuos sólidos. Estudio de caso: Barrio Fredonia, Cartagena",Produccion y Limpia,19090455,10.22507/pml.v15n2a10,2-s2.0-85108284120,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'JORGELINA CECILIA PASQUALINO']"
2-s2.0-85109449849,2021,Understanding the Multiple Colombian Conflicts: Theoretical Evolution in the Analysis of the Armed Confrontation; Hacia una comprensión de los múltiples conflictos colombianos: Evolución teórica en el análisis de la confrontación armada,Co-herencia,17945887,10.17230/co-herencia.18.34.5,2-s2.0-85109449849,Q3,['DIRECCIÓN DE HUMANIDADES'],['AMPARO JUDITH BRAVO HERNÁNDEZ']
2-s2.0-85109962383,2021,Classical Simple Lie 2-algebras of Odd Toral Rank and a Contragredient Lie 2-algebra of Toral Rank 4,Revista de la Union Matematica Argentina,00416932,10.33044/REVUMA.1555,2-s2.0-85109962383,Q3,['CIENCIAS BÁSICAS'],['CARLOS RAFAEL PAYARES GUEVARA']
2-s2.0-85110373625,2021,What is photography and where is it going?; ¿Qué es y hacia dónde va la fotografía?,Icono14,,10.7195/RI14.V19I2.1738,2-s2.0-85110373625,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['ADOLFO BALTAR MORENO']
2-s2.0-85110409598,2021,Analysis of the relationship between bullying behavior and executive functions in schoolchildren; Análisis de la relación entre la conducta de bullying y las funciones ejecutivas en niños y adolescentes escolarizados1,Revista Complutense de Educacion,11302496,10.5209/rced.70652,2-s2.0-85110409598,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['ELSY MERCEDES DOMINGUEZ DE LA OSSA', 'KAROL PATRICIA GUTIERREZ RUIZ', 'PEDRO VAZQUEZ MIRAZ']"
2-s2.0-85111390356,2021,Multi-target Attachment for Surgical Instrument Tracking,Lecture Notes in Computer Science,03029743,10.1007/978-3-030-77004-4_33,2-s2.0-85111390356,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85111973606,2021,Conventional and advanced exergoeconomic indicators of a nitric acid production plant concerning the cooling temperature in compression Train's intermediate stages,Case Studies in Thermal Engineering,2214157X,10.1016/j.csite.2021.101214,2-s2.0-85111973606,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85111983068,2021,The Implementation of the Historical Memory Law in the City of Corunna; La implementación de la ley de memoria histórica en la ciudad de la coruña1,Futuro del Pasado,,10.14201/FDP202112551567,2-s2.0-85111983068,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85112147489,2020,Efficiency centered maintenance for preheat trains of crude oil distillation units,Frontiers in Heat and Mass Transfer,,10.5098/hmt.15.25,2-s2.0-85112147489,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85113524538,2021,Phonetic detection for Hate Speech Spreaders on Twitter,CEUR Workshop Proceedings,16130073,,2-s2.0-85113524538,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85114625859,2021,The rider behavior questionnaire to explore associations of motorcycle taxi crashes in Cartagena (Colombia),Traffic Injury Prevention,15389588,10.1080/15389588.2021.1970749,2-s2.0-85114625859,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85116040620,2021,MarkerPose: Robust real-time planar target tracking for accurate stereo pose estimation,IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops,21607508,10.1109/CVPRW53098.2021.00141,2-s2.0-85116040620,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85116138122,2021,Learning modes in current contexts to improve the teaching process; Modos de aprendizaje en los contextos actuales para mejorar el proceso de enseñanza,Universidad y Sociedad,24152897,,2-s2.0-85116138122,SQ,['CIENCIAS BÁSICAS'],['MOISES RAMON QUINTANA ALVAREZ']
2-s2.0-85116141143,2021,News media outlets and audiences: An exploration of consumption and their credibility and trust during the quarantine by covid-19 in Colombia; Medios noticiosos y audiencias: Una exploración al consumo y a la credibilidad y confianza en estos durante la cuarentena por covid-19 en Colombia,Revista de Comunicacion,16840933,10.26441/RC20.2-2021-A6,2-s2.0-85116141143,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['TANIA LUCIA COBOS COBOS']
2-s2.0-85116150803,2021,"Teaching of creativity to psychology students at the Universidad Tecnológica de Bolívar (Cartagena, Colombia); La enseñanza de la creatividad en alumnos de psicología de la Universidad Tecnológica de Bolívar (Cartagena, Colombia)",Artseduca,,10.6035/ARTSEDUCA.5640,2-s2.0-85116150803,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85116317552,2021,Multi-agent CHANS: BDI Farmer Intentions and Decision Making,Lecture Notes in Computer Science,03029743,10.1007/978-3-030-85739-4_13,2-s2.0-85116317552,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
2-s2.0-85116337376,2021,SIMALL Demonstration: Emotional BDI Simulation of a Mall,Lecture Notes in Computer Science,03029743,10.1007/978-3-030-85739-4_40,2-s2.0-85116337376,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
2-s2.0-85116760235,2021,Agro-Smart Caribe: Soil Moisture Measurement System,Communications in Computer and Information Science,18650929,10.1007/978-3-030-86702-7_36,2-s2.0-85116760235,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['EDUARDO GOMEZ VASQUEZ', 'JORGE ELIECER DUQUE PARDO']"
2-s2.0-85116807300,2021,Career Recommendation System for Validation of Multiple Intelligence to High School Students,Communications in Computer and Information Science,18650929,10.1007/978-3-030-86702-7_10,2-s2.0-85116807300,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85116816238,2021,Smart UTB: An IoT Platform for Smart Campus,Communications in Computer and Information Science,18650929,10.1007/978-3-030-86702-7_21,2-s2.0-85116816238,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUZ ALEJANDRA MAGRE COLORADO']
2-s2.0-85117406718,2021,Detection and removal of dust artifacts in retinal images via sparse-based inpainting,Optica Pura y Aplicada,00303917,10.7149/OPA.54.3.51060,2-s2.0-85117406718,Q4,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85117727735,2021,Skin color correction via convolutional neural networks in 3D fringe projection profilometry,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,10.1117/12.2594331,2-s2.0-85117727735,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85118436746,2022,"Eleven years of cyberattacks on Chinese supply chains in an era of cyber warfare, a review and future research agenda",Journal of Asia Business Studies,15587894,10.1108/JABS-11-2020-0444,2-s2.0-85118436746,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JAMES MANUEL PEREZ MORON']
2-s2.0-85118599340,2020,Fractional Fourier transform method of chirped fringe pattern analysis for profilometry,,,,2-s2.0-85118599340,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'HERNANDO RAFAEL ALTAMAR MERCADO']"
2-s2.0-85118724070,2022,Genericity of Continuous Maps with Positive Metric Mean Dimension,Results in Mathematics,14226383,10.1007/s00025-021-01513-3,2-s2.0-85118724070,Q1,['CIENCIAS BÁSICAS'],['JEOVANNY DE JESUS MUENTES ACEVEDO']
2-s2.0-85119071847,2021,"Genetic diversity of Rhizoctonia solani AG-3PT, the etiological cause of stem canker and black scurf in Colombian potatoes; Diversidad genética de Rhizoctonia solani GA-3PT, causa etiológica del chancro del tallo y la sarna de la papa en Colombia",Ciencia Tecnologia Agropecuaria,01228706,10.21930/RCTA.VOL22_NUM3_ART:1888,2-s2.0-85119071847,Q4,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-85120578773,2021,"Perchlorate Contamination: Sources, Effects, and Technologies for Remediation",Reviews of Environmental Contamination and Toxicology,01795953,10.1007/398_2021_66,2-s2.0-85120578773,Q1,['CIENCIAS BÁSICAS'],['ROSA LEONOR ACEVEDO BARRIOS']
2-s2.0-85120789444,2021,Phakopsora pachyrhizi is the major pathogen associated with soybean rust in Colombia; Phakopsora pachyrhizi é o agente causal da ferrugem da soja na Colômbia,Summa Phytopathologica,01005405,10.1590/0100-5405/245533,2-s2.0-85120789444,Q4,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-85120807198,2021,Characterization and Modeling of the viscoelastic behavior of hydrocolloid-based films using classical and fractional rheological models,Fluids,,10.3390/fluids6110418,2-s2.0-85120807198,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85121488381,2021,Parallel Quantum Computation Approach for Quantum Deep Learning and Classical-Quantum Models,Journal of Physics: Conference Series,17426588,10.1088/1742-6596/2090/1/012171,2-s2.0-85121488381,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85121794424,2020,"Assembly of polarity, emotion and user statistics for detection of fake profiles Notebook for PAN at CLEF 2020",CEUR Workshop Proceedings,16130073,,2-s2.0-85121794424,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['EDWIN ALEXANDER PUERTAS DEL CASTILLO']
2-s2.0-85121996141,2021,"Validation Machine Learning Models to Predict Score on Graduate Tests based on High School Test and other Factors, Case Study: Colombia","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2021.1.1.343,2-s2.0-85121996141,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85122009236,2021,Diagnosis of the impact of work stress on construction project teams; DIAGNÓSTICO SOBRE EL IMPACTO DEL ESTRÉS LABORAL EN LOS EQUIPOS DE PROYECTOS DE CONSTRUCCIÓN,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2021.1.1.88,2-s2.0-85122009236,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85122023083,2021,Bibliometric analysis of the potential of technologies in the humanitarian supply Chain,"Journal of Open Innovation: Technology, Market, and Complexity",,10.3390/joitmc7040232,2-s2.0-85122023083,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85122043898,2021,Development of Living Documents and Experimentation with the Physical World as Strategies for the Retention and Attraction of Undergraduate Students in Programming Courses; Desarrollo de Documentos Vivos y Experimentación con el Mundo Físico como Estrategias para la Retención y la Atracción de Estudiantes de Pregrado en los Cursos de Programación,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2021.1.1.381,2-s2.0-85122043898,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS', 'YURANIS HENRIQUEZ NUÑEZ']"
2-s2.0-85122108657,2021,A Model for the Development of Programming Courses to Promote the Participation of Young Women in STEM,ACM International Conference Proceeding Series,21531633,10.1145/3486011.3486432,2-s2.0-85122108657,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['LINA MARGARITA MARRUGO SALAS', 'SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-85122360135,2022,"Colombian Truth Commission: Knowledge, perception, efficacy, and associated emotions; Commission de la vérité colombienne: Connaissance, perception, efficacité et émotions associées; Comissão colombiana da Verdade: Conhecimento, percepção, eficácia e emoções associadas; La Comisión de la Verdad en Colombia: conocimiento, percepción, eficacia y emociones asociadas",Revista de Psicologia (Peru),02549247,10.18800/psico.202201.005,2-s2.0-85122360135,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['ELSY MERCEDES DOMINGUEZ DE LA OSSA']
2-s2.0-85122623179,2022,A new radial basis integration method applied to the boundary element analysis of 2D scalar wave equations,Engineering Analysis with Boundary Elements,09557997,10.1016/j.enganabound.2021.12.005,2-s2.0-85122623179,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85122751039,2022,Crack Formation in Chill Block Melt Spinning Solidification Process: A Comparative Analysis Using OpenFOAM®,JOM,10474838,10.1007/s11837-021-05105-y,2-s2.0-85122751039,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-85123030427,2022,Presence of perchlorate in marine sediments from Antarctica during 2017–2020,Environmental Monitoring and Assessment,01676369,10.1007/s10661-022-09765-4,2-s2.0-85123030427,Q2,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-85123284132,2021,Spatio Temporal Filtering of Multi-lead ECG Signals for Atrial Arrhythmia Classification,,,10.1109/CI-IBBI54220.2021.9626098,2-s2.0-85123284132,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85123298376,2021,Skin prick test wheal detection in 3D images via convolutional neural networks,,,10.1109/CI-IBBI54220.2021.9626125,2-s2.0-85123298376,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85123302505,2021,Virtual screening of new targets and inhibitors for Candida albicans infection control,,,10.1109/CI-IBBI54220.2021.9626093,2-s2.0-85123302505,SQ,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-85123302794,2021,Classification of Cognitive Evoked Potentials for ADHD Detection in Children using Recurrence Plots and CNNs,,,10.1109/STSIVA53688.2021.9592021,2-s2.0-85123302794,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-85123528934,2021,Francoist representations in the monetary issues of the reign of Juan Carlos I (1975-2014); REPRESENTACIONES FRANQUISTAS EN LAS EMISIONES MONETARIAS DEL REINADO DE JUAN CARLOS I (1975-2014),Revista Numismatica Hecate,,,2-s2.0-85123528934,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85123531972,2021,Influence of Family Communication on Perceived Stress during the COVID-19 Pandemic; Influencia de la comunicación familiar en el estrés percibido durante la pandemia de COVID-19,Salud Uninorte,01205552,10.14482/sun.37.3.616.981,2-s2.0-85123531972,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ELIAS RAFAEL GENEY CASTRO', 'MIGUEL EFREN GARCES PRETTEL', 'PEDRO VAZQUEZ MIRAZ']"
2-s2.0-85124152742,2021,"Design, Assembly and Working Modes of Spherical 3-RRR Coaxial Parallel Robot",,,10.1109/CCAC51819.2021.9633325,2-s2.0-85124152742,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-85124464608,2021,CONTROL TEMPERATURE OF THE AIR CONDITIONING SYSTEM OF A VESSEL FROM EXERGOECONOMIC ANALYSIS,,,10.1115/IMECE2021-68569,2-s2.0-85124464608,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85124475708,2021,ADVANCED EXERGETIC ANALYSIS OF PREHEAT TRAIN OF A CRUDE OIL DISTILLATION UNIT,,,10.1115/IMECE2021-69268,2-s2.0-85124475708,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85124479151,2021,CONVENTIONAL AND ADVANCED EXERGETIC ANALYSIS FOR THE COMBINED CYCLE OF POWER PLANT WITH GAS TURBINE OF A REFINERY,,,10.1115/IMECE2021-70521,2-s2.0-85124479151,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85124489415,2021,STRATEGIES FOR THE IMPROVEMENT OF RESEARCH COMPETENCES IN THE PROFESSIONAL TRAINING OF ENGINEERS,,,10.1115/IMECE2021-69400,2-s2.0-85124489415,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JUAN GABRIEL FAJARDO CUADRO']
2-s2.0-85124596173,2020,Distributed Energy Resources Parameter Monitoring in Microgrids Using Blockchain and Edge Computing,,,10.1109/TESC50295.2020.9656872,2-s2.0-85124596173,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-85124613867,2022,Use of the rice and corn husk ashes as an innovative pozzolanic material in ceramic tile adhesive production,Procedia Computer Science,18770509,10.1016/j.procs.2021.12.288,2-s2.0-85124613867,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85125011752,2022,Development and Characterization of Plantain (Musa paradisiaca) Flour-Based Biopolymer Films Reinforced with Plantain Fibers,Polymers,,10.3390/polym14040748,2-s2.0-85125011752,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['MARY JUDITH ARIAS TAPIA']
2-s2.0-85125131884,2022,Trade-Off Asymmetric Profile for Extended-Depth-of-Focus Ocular Lens,Photonics,,10.3390/photonics9020119,2-s2.0-85125131884,Q2,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-85125237271,2021,Indexing of Colombian psychology journals in Spanish scientific databases: an exploratory study; La indexación de las revistas de psicología de Colombia en las bases de datos científicas españolas: un estudio exploratorio*,Universitas Psychologica,16579267,10.11144/Javeriana.upsy20.irpc,2-s2.0-85125237271,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PEDRO VAZQUEZ MIRAZ']
2-s2.0-85126290347,2022,APPMAR 1.0: A Python application for downloading and analyzing of WAVEWATCH III® wave and wind data,Computers and Geosciences,00983004,10.1016/j.cageo.2022.105098,2-s2.0-85126290347,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['MAURO ANTONIO MAZA CHAMORRO', 'MILTON CESAR GUERRERO PAJARO']"
2-s2.0-85126452384,2021,Analysis of Alternatives for the Selection of Offshore Production Platforms. Application in the Colombian Caribbean; Análisis de alternativas para la selección de plataformas de producción offshore. Aplicación en el Caribe Colombiano,Fuentes el Reventon Energetico,16576527,10.18273/REVFUE.V19N2-2021002,2-s2.0-85126452384,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO HUMBERTO CABRERA TOVAR']
2-s2.0-85126754318,2021,Cyberattacks Predictions Workflow using Machine Learning,,,10.1109/ICMLANT53170.2021.9690527,2-s2.0-85126754318,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-85126824189,2022,JUSTIFICATION and STUDENTS’ ATTITUDES towards VIOLENCE in COLOMBIAN UNIVERSITIES; JUSTIFICAÇÃO E ATITUDES ESTUDANTIS EM RELAÇÃO À VIOLÊNCIA NAS UNIVERSIDADES COLOMBIANAS; JUSTIFICACIÓN Y ACTITUDES DEL ESTUDIANTADO FRENTE A LA VIOLENCIA EN UNIVERSIDADES COLOMBIANAS,Pedagogia Social,11391723,10.7179/PSRI_2022.40.08,2-s2.0-85126824189,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['MIGUEL EFREN GARCES PRETTEL', 'PEDRO VAZQUEZ MIRAZ']"
2-s2.0-85127201999,2022,FUZZY GAIN SCHEDULING: COMPARISON OF THE CONTROL STRATEGY,Journal of Engineering Science and Technology,18234690,,2-s2.0-85127201999,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-85127710285,2021,Automated Atrial Fibrillation Detection by ECG Signal Processing: A Review,Critical Reviews in Biomedical Engineering,0278940X,10.1615/CRITREVBIOMEDENG.2022041650,2-s2.0-85127710285,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['SONIA HELENA CONTRERAS ORTIZ']
2-s2.0-85127776061,2022,Automatic Large-Scale Precise Mapping and Monitoring of Agricultural Fields at Country Level With Sentinel-2 SITS,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,19391404,10.1109/JSTARS.2022.3164547,2-s2.0-85127776061,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85128483994,2022,Software to Assist Visually Impaired People During the Craps Game Using Machine Learning on Python Platform,Communications in Computer and Information Science,18650929,10.1007/978-3-030-99170-8_13,2-s2.0-85128483994,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUZ ALEJANDRA MAGRE COLORADO']
2-s2.0-85128640364,2022,Knowledge and myths among Colombian teachers about high intellectual abilities; Conhecimentos e mitos de professores colombianos sobre altas habilidades intelectuais; Conocimientos y mitos de profesores colombianos sobre las altas capacidades intelectuales,"Revista Latinoamericana de Ciencias Sociales, Ninez y Juventud",1692715X,10.11600/RLCSNJ.20.2.4913,2-s2.0-85128640364,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85128817584,2022,"New Scenarios, Actors, and Educational Practices Where Coexistence, Diversity, and Culture Are Built; Novos cenários, atores e práticas educativas onde a convivência, a diversidade e a cultura são construídas; Nuevos escenarios, actores y prácticas educativas donde se construye la convivencia, la diversidad y la cultura",Revista Electronica Educare,,10.15359/ree.26-2.4,2-s2.0-85128817584,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['ELSY MERCEDES DOMINGUEZ DE LA OSSA']
2-s2.0-85129092120,2022,Labour Informality in Colombia's 13 Cities and Metropolitan Areas between 2019-2020; Informalidad laboral en 13 ciudades y áreas metropolitanas de Colombia (2019-2020),Revista de Economia Mundial,15760162,10.33776/rem.v0i60.5532,2-s2.0-85129092120,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['TANIA ISABEL JIMENEZ CASTILLA']
2-s2.0-85129224650,2021,Learning the therapeutic use of drugs from the three-dimensional spatial information of their molecular structure with convolutional neural networks; Aprendizaje del uso terapéutico de fármacos a partir de la información espacial tridimensional de su estructura molecular con redes neuronales convolucionales,DYNA (Colombia),00127353,10.15446/dyna.v88n219.92778,2-s2.0-85129224650,Q4,['CIENCIAS BÁSICAS'],['ALBERTO PATIÑO VANEGAS']
2-s2.0-85130351174,2022,The state of optics research in Colombia: a scientometric analysis,Optica Pura y Aplicada,00303917,10.7149/OPA.55.1.51094,2-s2.0-85130351174,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-85130757258,2022,Inventory Models in a Sustainable Supply Chain: A Bibliometric Analysis,Sustainability (Switzerland),20711050,10.3390/su14106003,2-s2.0-85130757258,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-85130997805,2022,The Role of Global Data Sets for Riverine Flood Risk Management at National Scales,Water Resources Research,00431397,10.1029/2021WR031555,2-s2.0-85130997805,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-85131077038,2022,Cost-Effectiveness Analysis of Strategies of COVID-19 Vaccination in Colombia: Comparison of High-Risk Prioritization and No Prioritization Strategies With the Absence of a Vaccination Plan,Value in Health Regional Issues,22121099,10.1016/j.vhri.2022.04.004,2-s2.0-85131077038,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['EDWIN ALEXANDER PUERTAS DEL CASTILLO']
2-s2.0-85131353281,2022,"Differences in health-related quality of life, neuropsychological functions and emotional state between children and adolescents with mild traumatic brain injury and healthy controls; Diferencias en la calidad de vida relacionada con la salud, las funciones neuropsicológicas y el estado emocional entre niños y adolescentes con daño cerebral traumático leve y controles sanos",Revista de Psicopatologia y Psicologia Clinica,11365420,10.5944/rppc.27891,2-s2.0-85131353281,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-85132286211,2022,Towards gender equality in engineering programs. A case study.,,,10.1109/EDUNINE53672.2022.9782343,2-s2.0-85132286211,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JOSE LUIS VILLA RAMIREZ', 'SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-85132346875,2022,Solid-state photocatalysis for plastics abatement: A review,Materials Science in Semiconductor Processing,13698001,10.1016/j.mssp.2022.106890,2-s2.0-85132346875,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['DEYLER RAFAEL CASTILLA CABALLERO']
2-s2.0-85132506206,2022,Resources and strategies for teaching statistics and data analytics in higher education; Recursos y estrategias para la enseñanza de la estadística y la analítica de datos en la educación superior,Formacion Universitaria,,10.4067/S0718-50062022000300061,2-s2.0-85132506206,Q3,['CIENCIAS BÁSICAS'],['JORGE LUIS MUÑIZ OLITE']
