"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Echeverry-Mancera, I.; Bautista-Aguiar, W.; Florez-Quintero, D.; Narvaez-Martinez, D.; Contreras-Ortiz, S.H.","Echeverry-Mancera, Iván (57204063335); Bautista-Aguiar, William (57204073691); Florez-Quintero, Diego (57204076367); Narvaez-Martinez, Dayana (57204065078); Contreras-Ortiz, Sonia H. (57210822856)","57204063335; 57204073691; 57204076367; 57204065078; 57210822856","Instrumented insole for plantar pressure measurement in sports","2018","Communications in Computer and Information Science","885","","","252","259","0","0","10.1007/978-3-319-98998-3_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054397551&doi=10.1007%2F978-3-319-98998-3_20&partnerID=40&md5=c34ce4f2b76e388fca01834ac01f3726","Conference paper","Final","","Scopus","2-s2.0-85054397551"
"Puertas, E.; Alvarado Valencia, J.A.; Moreno-Sandoval, L.G.; Pomares-Quimbaya, A.","Puertas, Edwin (57202285682); Alvarado Valencia, Jorge Andrés (57211415779); Moreno-Sandoval, Luis Gabriel (57194828933); Pomares-Quimbaya, Alexandra (24832026300)","57202285682; 57211415779; 57194828933; 24832026300","An automatic approach to generate corpus in Spanish","2018","Communications in Computer and Information Science","885","","","150","161","0","0","10.1007/978-3-319-98998-3_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054377708&doi=10.1007%2F978-3-319-98998-3_12&partnerID=40&md5=b2a61c8693d5d5a07db23737919b613b","Conference paper","Final","","Scopus","2-s2.0-85054377708"
"Quintero, J.S.M.; Martinez-Santos, J.C.","Quintero, Juan Sebastián Mantilla (57204067041); Martinez-Santos, Juan Carlos (26325154200)","57204067041; 26325154200","Mathematical model for assigning an optimal frequency of buses in an integrated transport system","2018","Communications in Computer and Information Science","885","","","70","82","0","0","10.1007/978-3-319-98998-3_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054370898&doi=10.1007%2F978-3-319-98998-3_6&partnerID=40&md5=07fbc93b5b0048965a1a50956026438e","Conference paper","Final","","Scopus","2-s2.0-85054370898"
"Patiño, A.; Diaz-Pacheco, L.L.; Patiño-Vanegas, J.J.; Martinez-Santos, J.C.","Patiño, Alberto (57190688459); Diaz-Pacheco, Lenier Leonis (57204064204); Patiño-Vanegas, John Jairo (57204066424); Martinez-Santos, Juan Carlos (26325154200)","57190688459; 57204064204; 57204066424; 26325154200","HoloEasy, a web application for computer generated holograms","2018","Communications in Computer and Information Science","885","","","471","486","0","0","10.1007/978-3-319-98998-3_36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054364104&doi=10.1007%2F978-3-319-98998-3_36&partnerID=40&md5=92a547f5f97dff58a5045d8f668a7e96","Conference paper","Final","","Scopus","2-s2.0-85054364104"
"Dominguez-Jimenez, J.A.; Campillo, J.","Dominguez-Jimenez, J. A. (56682770100); Campillo, Javier E. (55609096600)","56682770100; 55609096600","Object-oriented mathematical modeling for estimating electric vehicle’s range using modelica","2018","Communications in Computer and Information Science","885","","","444","458","0","5","10.1007/978-3-319-98998-3_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054351813&doi=10.1007%2F978-3-319-98998-3_34&partnerID=40&md5=2c3485292f8cb85c22fb88c86574fcc1","Conference paper","Final","","Scopus","2-s2.0-85054351813"
"Meza, J.; Marrugo, A.G.; Sierra, E.; Guerrero, M.; Meneses, J.; Romero, L.A.","Meza, Jhacson (57204065355); Marrugo, Andrés G. (24329839300); Sierra, Enrique (56682678200); Guerrero, Milton (57200615582); Meneses, Jaime Enrique (7004348301); Romero, Lenny A. (36142156300)","57204065355; 24329839300; 56682678200; 57200615582; 7004348301; 36142156300","A structure-from-motion pipeline for topographic reconstructions using unmanned aerial vehicles and open source software","2018","Communications in Computer and Information Science","885","","","213","225","0","8","10.1007/978-3-319-98998-3_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054350508&doi=10.1007%2F978-3-319-98998-3_17&partnerID=40&md5=ac31ee82240183e13493f48727ebec3f","Conference paper","Final","","Scopus","2-s2.0-85054350508"
"Narváez, A.; Cortes, C.; Trujillo, C.","Narváez, Alexander J. (57224404584); Cortes, Camilo A. (16243944100); Trujillo, César L. (24470081300)","57224404584; 16243944100; 24470081300","Real-time frequency-decoupling control for a hybrid energy storage system in an active parallel topology connected to a residential microgrid with intermittent generation","2018","Communications in Computer and Information Science","915","","","596","605","0","2","10.1007/978-3-030-00350-0_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054090649&doi=10.1007%2F978-3-030-00350-0_49&partnerID=40&md5=6a3a3a20c44c0eec2192b0980d6827a6","Conference paper","Final","","Scopus","2-s2.0-85054090649"
"Ballestas Ortega, O.J.; Villa, J.L.","Ballestas Ortega, Oscar De Jesús (57203997650); Villa, J. L. (7005142049)","57203997650; 7005142049","Failures Monitoring in Refrigeration Equipment","2018","Communications in Computer and Information Science","916","","","136","146","0","3","10.1007/978-3-030-00353-1_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053995105&doi=10.1007%2F978-3-030-00353-1_12&partnerID=40&md5=e8ebb9d9da16b5143f156f66b0f82e07","Conference paper","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85053995105"
"Vargas, R.; Marrugo, A.G.; Pineda, J.; Meneses, J.; Romero, L.A.","Vargas, Raúl (57117284600); Marrugo, Andrés G. (24329839300); Pineda, Jesus (57192270016); Meneses, Jaime Enrique (7004348301); Romero, Lenny A. (36142156300)","57117284600; 24329839300; 57192270016; 7004348301; 36142156300","Evaluating the influence of camera and projector lens distortion in 3D reconstruction quality for fringe projection profilometry","2018","","Part F95-3D 2018","","","","","2","1","10.1364/3D.2018.3M3G.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051277290&doi=10.1364%2F3D.2018.3M3G.5&partnerID=40&md5=c8893743c48a8ec7773f358177fea62d","Conference paper","Final","","Scopus","2-s2.0-85051277290"
"Altamar-Mercado, H.; Patiño, A.; Marrugo, A.G.","Altamar-Mercado, Hernando (57203321995); Patiño, Alberto (57190688459); Marrugo, Andrés G. (24329839300)","57203321995; 57190688459; 24329839300","Microscopic shape from focus using white light interferometric fringes","2018","","Part F95-3D 2018","","","","","2","0","10.1364/3D.2018.JTu4A.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051263259&doi=10.1364%2F3D.2018.JTu4A.19&partnerID=40&md5=1a3b782e62d0a5d3eb6a410e6c3f54d8","Conference paper","Final","","Scopus","2-s2.0-85051263259"
"Albertazzi, A.; Viotti, M.R.; Silva, F.; Veiga, C.L.; Barrera, E.S.; Benedet, M.; Fantin, A.V.; Willemann, D.P.","Albertazzi, Armando G. (55665419400); Viotti, Matías Roberto (6506578303); Silva, Fabio A.A. (57190582829); Veiga, Celso Luiz Nickel (57200949771); Barrera, E. S. (57203306902); Benedet, Mauro Eduardo (50461061200); Fantin, Analucia Vieira (6701682062); Willemann, Daniel Pedro (6508237821)","55665419400; 6506578303; 57190582829; 57200949771; 57203306902; 50461061200; 6701682062; 6508237821","Speckle Interferometry in harsh environments: Design considerations and successful examples","2018","Proceedings of SPIE - The International Society for Optical Engineering","10678","","1067802","","","0","4","10.1117/12.2317941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051223915&doi=10.1117%2F12.2317941&partnerID=40&md5=441e08c491bb678c5b5d2567bd0e6d68","Conference paper","Final","","Scopus","2-s2.0-85051223915"
"Ferreira-Villadiego, J.; García-Echeverri, J.; Vidal, M.V.; Pasqualino, J.; Meza-Castellar, P.; Lambis-Miranda, H.A.","Ferreira-Villadiego, Jeiffer (57202776800); García-Echeverri, José (57202773053); Vidal, M. V. (57202779866); Pasqualino, Jorgelina C. (14622047600); Meza-Castellar, Pedro Javier (57194681019); Lambis-Miranda, Henry A. (57194689395)","57202776800; 57202773053; 57202779866; 14622047600; 57194681019; 57194689395","Chemical modification and characterization of starch derived from plantain (Musa paradisiaca) peel waste, as a source of biodegradable material","2018","Chemical Engineering Transactions","65","","","763","768","0","49","10.3303/CET1865128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049328572&doi=10.3303%2FCET1865128&partnerID=40&md5=3ae04ec717e6802acc004a065a045a74","Article","Final","","Scopus","2-s2.0-85049328572"
"Lopez-Diago, L.F.; Castillo, K.; Vidal, M.V.; Pasqualino, J.; Meza-Castellar, P.; Lambis-Miranda, H.A.","Lopez-Diago, Luis F. (57202786720); Castillo, Kevin (57202778773); Vidal, M. V. (57202779866); Pasqualino, Jorgelina C. (14622047600); Meza-Castellar, Pedro Javier (57194681019); Lambis-Miranda, Henry A. (57194689395)","57202786720; 57202778773; 57202779866; 14622047600; 57194681019; 57194689395","Evaluation of the production of starch from bitter cassava (Manihot utilissima) using different methodologies","2018","Chemical Engineering Transactions","65","","","613","618","0","6","10.3303/CET1865103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049328039&doi=10.3303%2FCET1865103&partnerID=40&md5=4cddfe7dd1cf660675ed318de9281406","Article","Final","","Scopus","2-s2.0-85049328039"
"Moreno-Sandoval, L.G.; Mendoza-Molina, J.F.; Puertas, E.; Duque-Marín, A.; Pomares-Quimbaya, A.; Alvarado Valencia, J.A.","Moreno-Sandoval, Luis Gabriel (57194828933); Mendoza-Molina, Joan Felipe (57202280679); Puertas, Edwin (57202285682); Duque-Marín, Arturo (57202281188); Pomares-Quimbaya, Alexandra (24832026300); Alvarado Valencia, Jorge Andrés (57211415779)","57194828933; 57202280679; 57202285682; 57202281188; 24832026300; 57211415779","Age classification from Spanish tweets the variable age analyzed by using linear classifiers","2018","","1","","","275","281","0","3","10.5220/0006811102750281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047761819&doi=10.5220%2F0006811102750281&partnerID=40&md5=0417f4a4a87b7fea0df190ed13b65178","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85047761819"
"Acevedo, J.J.M.","Acevedo, Jeovanny Muentes (57350116000)","57350116000","Openness of Anosov families","2018","Journal of the Korean Mathematical Society","55","3","","575","591","0","5","10.4134/JKMS.j170312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045915892&doi=10.4134%2FJKMS.j170312&partnerID=40&md5=6994c47dd4adf2ea617905f5600d5e13","Article","Final","","Scopus","2-s2.0-85045915892"
"Siverio-Mota, D.; Andújar, I.; Marrero-Ponce, Y.; Giner, R.M.; Díaz-Mendoza, C.; Manjarrez, G.; Vicet-Muro, L.; Cordero-Maldonado, M.L.; De Witte, P.A.M.; Crawford, A.D.; Sylla-Iyarreta Veitía, M.S.-I.; Pérez-Jiménez, F.; Arán, V.J.","Siverio-Mota, Dany (54414888900); Andújar, Isabel (26537198900); Marrero-Ponce, Yovani (55665599200); Giner, R. M. (35554633300); Díaz-Mendoza, Claudia (55258973100); Manjarrez, Ganiveth (56317854100); Vicet-Muro, Liliana (55314347900); Cordero-Maldonado, María Lorena (53063501800); De Witte, Peter A.M. (7006646483); Crawford, Alexander D. (57217097801); Sylla-Iyarreta Veitía, Maité (40262701000); Pérez-Jiménez, Facundo (37112801700); Arán, Vicente J. (6601927074)","54414888900; 26537198900; 55665599200; 35554633300; 55258973100; 56317854100; 55314347900; 53063501800; 7006646483; 57217097801; 40262701000; 37112801700; 6601927074","Anti-inflammatory activity and cheminformatics analysis of new potent 2-substituted 1-methyl-5-nitroindazolinones","2017","Current Topics in Medicinal Chemistry","17","30","","3236","3248","0","1","10.2174/1568026618666180119125255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043303519&doi=10.2174%2F1568026618666180119125255&partnerID=40&md5=1847e99897983b9e4ce91c2165da4f0e","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85043303519"
"Fang, S.-P.; Jao, P.F.; Senior, D.E.; Kim, K.-T.; Yoon, Y.-K.","Fang, Shengpo (55369366700); Jao, Pitfee (36698143800); Senior, David E. (36698427600); Kim, Kyoung-tae (7409321912); Yoon, Yong Kyu Yk (7402126778)","55369366700; 36698143800; 36698427600; 7409321912; 7402126778","Study on high throughput nanomanufacturing of photopatternable nanofibers using tube nozzle electrospinning with multi-tubes and multi-nozzles","2017","Micro and Nano Systems Letters","5","1","10","","","0","9","10.1186/s40486-017-0044-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041208020&doi=10.1186%2Fs40486-017-0044-z&partnerID=40&md5=8d32418253dba18418a5614f1cbfdd0f","Letter","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85041208020"
"Martinez-Santos, J.C.; Acevedo-Patĩno, O.; Contreras-Ortiz, S.H.","Martinez-Santos, Juan Carlos (26325154200); Acevedo-Patĩno, Oscar (57197327858); Contreras-Ortiz, Sonia H. (57210822856)","26325154200; 57197327858; 57210822856","Influence of Arduino on the Development of Advanced Microcontrollers Courses","2017","Revista Iberoamericana de Tecnologias del Aprendizaje","12","4","8123929","208","217","0","29","10.1109/RITA.2017.2776444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040307034&doi=10.1109%2FRITA.2017.2776444&partnerID=40&md5=29bca66987c99267d7fc8ef827c52fa5","Article","Final","","Scopus","2-s2.0-85040307034"
"Hernández-Carmona, F.; Morales-Matos, Y.; Lambis-Miranda, H.A.; Pasqualino, J.","Hernández-Carmona, Franklin (57195738873); Morales-Matos, Yeison (57195738374); Lambis-Miranda, Henry A. (57194689395); Pasqualino, Jorgelina C. (14622047600)","57195738873; 57195738374; 57194689395; 14622047600","Starch extraction potential from plantain peel wastes","2017","Journal of Environmental Chemical Engineering","5","5","","4980","4985","0","77","10.1016/j.jece.2017.09.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029668787&doi=10.1016%2Fj.jece.2017.09.034&partnerID=40&md5=694195b49a3023dc9de7950c4fc3fa5c","Article","Final","","Scopus","2-s2.0-85029668787"
"Montes-Grajales, D.; Fennix-Agudelo, M.; Miranda-Castro, W.","Montes-Grajales, Diana (55670024000); Fennix-Agudelo, Mary Andrea (57193855099); Miranda-Castro, Wendy (57193857478)","55670024000; 57193855099; 57193857478","Occurrence of personal care products as emerging chemicals of concern in water resources: A review","2017","Science of the Total Environment","595","","","601","614","0","313","10.1016/j.scitotenv.2017.03.286","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017095281&doi=10.1016%2Fj.scitotenv.2017.03.286&partnerID=40&md5=e3589997da6aef8bac263f2eb6f9e1fc","Review","Final","","Scopus","2-s2.0-85017095281"
"Puertas, E.; Alvarado Valencia, J.A.; Pomares-Quimbaya, A.","Puertas, Edwin (57202285682); Alvarado Valencia, Jorge Andrés (57211415779); Pomares-Quimbaya, Alexandra (24832026300)","57202285682; 57211415779; 24832026300","Constructor automático de modelos dominios sin corpus preexistente; Automatic constructor of domain models without pre-xisting corpus","2017","Procesamiento del Lenguaje Natural","59","","","129","132","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028891408&partnerID=40&md5=d62ff79c8ca26da96a73803e9ae860e9","Article","Final","","Scopus","2-s2.0-85028891408"
"Hughes, S.; Garcés-Prettel, M.; Márquez-Ramírez, M.; Arroyave, J.","Hughes, Sallie (8091728300); Garcés-Prettel, Miguel Efrén (57193012270); Márquez-Ramírez, Mireya (57193011223); Arroyave, Jesús Antonio (57218461329)","8091728300; 57193012270; 57193011223; 57218461329","Rethinking professional autonomy: Autonomy to develop and to publish news in Mexico and Colombia","2017","Journalism","18","8","","956","976","0","50","10.1177/1464884916659409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027549400&doi=10.1177%2F1464884916659409&partnerID=40&md5=bef336ecaa99220d12a9b121a095cdd1","Article","Final","","Scopus","2-s2.0-85027549400"
"Narváez, A.; Cortes, C.; Trujillo, C.","Narváez, Alexander J. (57224404584); Cortes, Camilo A. (16243944100); Trujillo, César L. (24470081300)","57224404584; 16243944100; 24470081300","Comparative analysis of topologies for the interconnection of batteries and supercapacitors in a Hybrid Energy Storage System","2017","","","","7972542","","","0","16","10.1109/PEDG.2017.7972542","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027877289&doi=10.1109%2FPEDG.2017.7972542&partnerID=40&md5=4f52435c59c1952a488d1f6135e958fa","Conference paper","Final","","Scopus","2-s2.0-85027877289"
"Sana, S.S.; Herrera-Vidal, G.; Acevedo-Chedid, J.","Sana, Shib Sankar (15078194000); Herrera-Vidal, German (57193094721); Acevedo-Chedid, Jaime (57193533853)","15078194000; 57193094721; 57193533853","Collaborative Model on the Agro-Industrial Supply Chain of Cocoa","2017","Cybernetics and Systems","48","4","","325","347","0","19","10.1080/01969722.2017.1285160","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014723713&doi=10.1080%2F01969722.2017.1285160&partnerID=40&md5=81d5836e5acd6a2099ff03bc369b8549","Article","Final","","Scopus","2-s2.0-85014723713"
"Ganguly, P.; Senior, D.E.; Chakrabarti, A.; Parimi, P.V.","Ganguly, Prapti (56437346100); Senior, David E. (36698427600); Chakrabarti, Amlan K. (24342850300); Parimi, Patanjali V. (6701781388)","56437346100; 36698427600; 24342850300; 6701781388","Sensitive transmit receive architecture for body wearable RF plethysmography sensor","2017","","0","","7931277","","","0","2","10.1109/APMC.2016.7931277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021204547&doi=10.1109%2FAPMC.2016.7931277&partnerID=40&md5=99a36b27d175c6ce11fc2e530394c7e3","Conference paper","Final","","Scopus","2-s2.0-85021204547"
"Vassileva, I.; Campillo, J.; Schwede, S.","Vassileva, Iana (26424866700); Campillo, Javier E. (55609096600); Schwede, Sebastian (55660676100)","26424866700; 55609096600; 55660676100","Technology assessment of the two most relevant aspects for improving urban energy efficiency identified in six mid-sized European cities from case studies in Sweden","2017","Applied Energy","194","","","808","818","0","18","10.1016/j.apenergy.2016.07.097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040861722&doi=10.1016%2Fj.apenergy.2016.07.097&partnerID=40&md5=032f5177899cb1198d322248661b0591","Article","Final","","Scopus","2-s2.0-85040861722"
"Hughes, S.; Mellado, C.; Arroyave, J.; Benítez, J.L.; De Beer, A.; Garcés-Prettel, M.; Lang, K.; Márquez-Ramírez, M.","Hughes, Sallie (8091728300); Mellado, Claudia (24504020400); Arroyave, Jesús Antonio (57218461329); Benítez, José Luis (12761281900); De Beer, Arnold S. (56994873000); Garcés-Prettel, Miguel Efrén (57193012270); Lang, Katharina (57193010311); Márquez-Ramírez, Mireya (57193011223)","8091728300; 24504020400; 57218461329; 12761281900; 56994873000; 57193012270; 57193010311; 57193011223","Expanding Influences Research to Insecure Democracies: How violence, public insecurity, economic inequality and uneven democratic performance shape journalists’ perceived work environments","2017","Journalism Studies","18","5","","645","665","0","60","10.1080/1461670X.2016.1266278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009986862&doi=10.1080%2F1461670X.2016.1266278&partnerID=40&md5=174bb957281b52572cba8aa55e99a91d","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85009986862"
"Gutiérrez-Ruiz, K.; Mejía Pérez, K.; López Murillo, A.; Cuadros Aristizabal, U.; Suarez Morelo, D.","Gutiérrez-Ruiz, Karol Patricia (57192930752); Mejía Pérez, Karolain (57201402442); López Murillo, Alejandra (57201409522); Cuadros Aristizabal, Uberly (57201400874); Suarez Morelo, Daniela (57201401481)","57192930752; 57201402442; 57201409522; 57201400874; 57201401481","Influence of sex and task difficulty on switching attention; Influencia del sexo y la dificultad de la tarea en el cambio atencional","2017","Anuario de Psicologia","47","2","","80","86","0","1","10.1016/j.anpsic.2017.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044634765&doi=10.1016%2Fj.anpsic.2017.10.002&partnerID=40&md5=0157415d7476ee92dfffc6f092a1e1d0","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85044634765"
"Acevedo-Patĩno, O.; Kagaris, D.","Acevedo-Patĩno, Oscar (57197327858); Kagaris, Dimitri (7004389110)","57197327858; 7004389110","LFSR characteristic polynomial and phase shifter computation for two-dimensional test set generation","2017","","","","7906758","","","0","2","10.1109/LATW.2017.7906758","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020214634&doi=10.1109%2FLATW.2017.7906758&partnerID=40&md5=a7de973e26066623641d1cf58bd57634","Conference paper","Final","","Scopus","2-s2.0-85020214634"
"Patino, O.A.; Martinez-Santos, J.C.","Patino, Oscar Acevedo (57192643059); Martinez-Santos, Juan Carlos (26325154200)","57192643059; 26325154200","Physical-aware pattern selection for stuck-at faults","2017","","","","7906754","","","0","1","10.1109/LATW.2017.7906754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020204386&doi=10.1109%2FLATW.2017.7906754&partnerID=40&md5=f4eed3cfca2d877352ba55839baf00bb","Conference paper","Final","","Scopus","2-s2.0-85020204386"
"Mercado-Aguirre, I.M.; Mercado-Medina, E.L.; Chavarro-Hernandez, Z.D.; Dominguez-Jimenez, J.A.; Contreras-Ortiz, S.H.","Mercado-Aguirre, Isabela M. (57190165939); Mercado-Medina, Edgardo Luis (56682863100); Chavarro-Hernandez, Zulay D. (56682866800); Dominguez-Jimenez, J. A. (56682770100); Contreras-Ortiz, Sonia H. (57210822856)","57190165939; 56682863100; 56682866800; 56682770100; 57210822856","A wearable system for biosignal monitoring in weightlifting","2017","Sports Engineering","20","1","","73","80","0","3","10.1007/s12283-016-0212-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978148116&doi=10.1007%2Fs12283-016-0212-z&partnerID=40&md5=bdadbcde996c12d2ad1772b4b06abc1e","Article","Final","","Scopus","2-s2.0-84978148116"
"Escobar-Pérez, J.; Reyes, N.; Márquez-Ortiz, R.A.; Rebollo-Pérez, J.; Pinzón, H.; Tovar-Acero, C.; Moreno-Castañeda, J.; Corredor Rozo, Z.L.; Castro, B.E.; Moncada, M.V.; Vanegas, N.","Escobar-Pérez, Javier Antonio (55625953000); Reyes, Niradiz (22942253700); Márquez-Ortiz, Ricaurte Alejandro (55571832000); Rebollo-Pérez, Juan Alberto (58619330000); Pinzón, Hernando Samuel (55782490400); Tovar-Acero, Catalina (55827740400); Moreno-Castañeda, Jaime (57193152778); Corredor Rozo, Zayda Lorena (57193159987); Castro, Betsy E. (53871057400); Moncada, María Victoria (57193153801); Vanegas, Natasha (15137439000)","55625953000; 22942253700; 55571832000; 58619330000; 55782490400; 55827740400; 57193152778; 57193159987; 53871057400; 57193153801; 15137439000","Emergence and spread of a new community-genotype methicillin-resistant Staphylococcus aureus clone in Colombia","2017","BMC Infectious Diseases","17","1","108","","","0","6","10.1186/s12879-017-2193-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011304759&doi=10.1186%2Fs12879-017-2193-3&partnerID=40&md5=d3c80d68da013f358ae89566a813e8dc","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85011304759"
"Giraldo-Guzmán, J.; Marrugo, A.G.; Contreras-Ortiz, S.H.","Giraldo-Guzmán, Jader Alexander (56520286300); Marrugo, Andrés G. (24329839300); Contreras-Ortiz, Sonia H. (57210822856)","56520286300; 24329839300; 57210822856","Vehicle speed estimation using audio features and neural networks","2017","","","","7836250","","","0","11","10.1109/ANDESCON.2016.7836250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015226955&doi=10.1109%2FANDESCON.2016.7836250&partnerID=40&md5=cbf64aeb5870df4734606410095e554e","Conference paper","Final","","Scopus","2-s2.0-85015226955"
"Villa, J.L.; Paez, J.; Quintero, C.; Yime, E.; Cabrera Tovar, J.","Villa, J. L. (7005142049); Paez, Jheifer (56682671200); Quintero, C. (57214354275); Yime, Eugenio (22837432800); Cabrera Tovar, Jairo Humberto (57193252278)","7005142049; 56682671200; 57214354275; 22837432800; 57193252278","Design and control of an unmanned surface vehicle for environmental monitoring applications","2017","","","","7811411","","","0","23","10.1109/CCRA.2016.7811411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011965382&doi=10.1109%2FCCRA.2016.7811411&partnerID=40&md5=6286c27b5dd80479d3519101a6368fc0","Conference paper","Final","","Scopus","2-s2.0-85011965382"
"Campos, A.A.C.; da Silva, L.; Gonzalez, L.E.G.","Campos, Alexandre (57194794100); da Silva, Leandro (57205075416); Gonzalez, Luis Eduardo Garcia (57221460543)","57194794100; 57205075416; 57221460543","Robot Position Optimization Based on Joint Mean Torque Norm","2017","Lecture Notes in Networks and Systems","13","","","1","12","0","0","10.1007/978-3-319-54377-2_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106792059&doi=10.1007%2F978-3-319-54377-2_1&partnerID=40&md5=8e139c6c9fd161b99bb9f795a5f6320a","Book chapter","Final","","Scopus","2-s2.0-85106792059"
"Vázquez-Miraz, P.; Vázquez-Miraz, J.","Vázquez-Miraz, Pedro (57196040759); Vázquez-Miraz, Jaime (57210157072)","57196040759; 57210157072","Descriptive analysis of female representations in the Spanish peseta; Análisis descriptivo de las representaciones femeninas en la peseta Española","2017","Revista Numismatica Hecate","","4","","255","265","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069744540&partnerID=40&md5=72c2dcfaea97ad3603606488ef5514e3","Article","Final","","Scopus","2-s2.0-85069744540"
"Martínez-Buelvas, L.; Jaramillo, O.; Gamarra-Amarís, O.; Llinás-Herrera, A.; Jiménez-Pérez, F.","Martínez-Buelvas, Laura Patricia (57039103600); Jaramillo, Olga (57202514794); Gamarra-Amarís, Osvaldo (57202515982); Llinás-Herrera, Andrea (57202515429); Jiménez-Pérez, Fernando (57202510720)","57039103600; 57202514794; 57202515982; 57202515429; 57202510720","Perception of working conditions on the quality of working life: Employees linked to health companies in Barranquilla, Colombia","2017","","2017-January","","","2076","2089","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048639323&partnerID=40&md5=936a7a89d89502be15a3d57e0a6164a6","Conference paper","Final","","Scopus","2-s2.0-85048639323"
"Toro-González, D.","Toro-González, Daniel (56380539800)","56380539800","The craft brewing industry in latin America: The case of Colombia","2017","","","","","115","136","0","8","10.1007/978-3-319-58235-1_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042620217&doi=10.1007%2F978-3-319-58235-1_4&partnerID=40&md5=88d9b9cf2d27230b1e9caae0f1d4acd5","Book chapter","Final","","Scopus","2-s2.0-85042620217"
"Fajardo Cuadro, J.; Sarria, B.; Padron, J.; Barreto, D.","Fajardo Cuadro, Juan Gabriel (56581610900); Sarria, B. (56581727500); Padron, J. (57200341087); Barreto, Deibys (57190756815)","56581610900; 56581727500; 57200341087; 57190756815","Thermoeconomic analysis of pvc production plant reactors cooling system","2017","","6","","","","","0","2","10.1115/IMECE2017-70171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040943283&doi=10.1115%2FIMECE2017-70171&partnerID=40&md5=036820673b58be263c913897921c4a8a","Conference paper","Final","","Scopus","2-s2.0-85040943283"
"Sierra, E.; Marrugo, A.G.; Millán, M.S.","Sierra, Enrique (56682678200); Marrugo, Andrés G. (24329839300); Millán, María S. (7201466399)","56682678200; 24329839300; 7201466399","Dust particle artifact detection and removal in retinal images","2017","Optica Pura y Aplicada","50","4","","379","387","0","7","10.7149/OPA.50.4.49075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039953172&doi=10.7149%2FOPA.50.4.49075&partnerID=40&md5=b8548a2c5ddd1a8bc21c95105795d6b8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85039953172"
