"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","ISSN","ISBN","CODEN","Document Type","Publication Stage","Open Access","Source","EID"
"Marrugo A.G.; Bustos-González A.; Rueda E.","Marrugo, Andres G. (24329839300); Bustos-González, Atilio (15755376200); Rueda, Edgar (24279113900)","24329839300; 15755376200; 24279113900","The state of optics research in Colombia: a scientometric analysis","2022","Optica Pura y Aplicada","55","1","51094","","","2","10.7149/OPA.55.1.51094","https://www.scopus.com/pages/publications/85130351174?origin=resultslist","Facultad de ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; SCImago Research Group, Medellín, Colombia; Grupo de Ó ptica y Fotónica, Instituto de Física, Universidad de Antioquia, calle 70 No. 52 - 21, Medellín, Colombia","Marrugo A.G., Facultad de ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Bustos-González A., SCImago Research Group, Medellín, Colombia; Rueda E., Grupo de Ó ptica y Fotónica, Instituto de Física, Universidad de Antioquia, calle 70 No. 52 - 21, Medellín, Colombia","","","","","00303917","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85130351174"
"Ocampo-Toro J.A.; Garzon-Rivera O.D.; Grisales-Noreña L.F.; Montoya-Giraldo O.D.; Gil-González W.","Ocampo-Toro, J.A. (57256985700); Garzon-Rivera, O.D. (57678978500); Grisales-Noreña, L.F. (55791991200); Montoya-Giraldo, O.D. (56919564100); Gil-González, W. (57191493648)","57256985700; 57678978500; 55791991200; 56919564100; 57191493648","Optimal Power Dispatch in Direct Current Networks to Reduce Energy Production Costs and CO 2 Emissions Using the Antlion Optimization Algorithm","2021","Arabian Journal for Science and Engineering","46","10","","9995","10006","6","10.1007/s13369-021-05831-0","https://www.scopus.com/pages/publications/85114764103?origin=resultslist","Institución Universitaria Pascual Bravo, Medellín, Colombia; Instituto Tecnológico Metropolitano, Medellín, Colombia; Universidad Distrital Francisco José de Caldas, Bogotá D.C, Colombia; Universidad Tecnológica de Bolívar, Cartagena, Colombia","Ocampo-Toro J.A., Institución Universitaria Pascual Bravo, Medellín, Colombia; Garzon-Rivera O.D., Instituto Tecnológico Metropolitano, Medellín, Colombia; Grisales-Noreña L.F., Instituto Tecnológico Metropolitano, Medellín, Colombia; Montoya-Giraldo O.D., Universidad Distrital Francisco José de Caldas, Bogotá D.C, Colombia, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Gil-González W., Institución Universitaria Pascual Bravo, Medellín, Colombia","","","","","2193567X","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85114764103"
"Besharat M.; Coronado-Hernández O.E.; Fuertes-Miquel V.S.; Ramos H.M.","Besharat, Mohsen (57205420202); Coronado-Hernández, Oscar E. (57193337460); Fuertes-Miquel, Vicente S. (6507312882); Ramos, Helena M. (35568240000)","57205420202; 57193337460; 6507312882; 35568240000","Elastic and rigid modelling in two-phase pressurised hydraulic systems","2023","14th International Conference on Pressure Surges","","","","161","174","0","","https://www.scopus.com/pages/publications/85210883248?origin=resultslist","School of Civil Engineering, University of Leeds, Leeds, LS2 9JT, United Kingdom; Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia; Departamento de Ingeniería Hidráulica y Medio Ambiente, Universitat Politècnica de València, Valencia, 46022, Spain; Department of Civil Engineering and Architecture, CERIS, Instituto Superior Técnico, University of Lisbon, Lisbon, 1049-001, Portugal","Besharat M., School of Civil Engineering, University of Leeds, Leeds, LS2 9JT, United Kingdom; Coronado-Hernández O.E., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia; Fuertes-Miquel V.S., Departamento de Ingeniería Hidráulica y Medio Ambiente, Universitat Politècnica de València, Valencia, 46022, Spain; Ramos H.M., Department of Civil Engineering and Architecture, CERIS, Instituto Superior Técnico, University of Lisbon, Lisbon, 1049-001, Portugal","","","","","","978-903865710-3","","Conference paper","Final","","Scopus","2-s2.0-85210883248"
"Guardo F.A.P.; Orozco A.S.C.; Gómez L.V.; Ospino A.E.S.; Garcia J.C.R.","Guardo, Fabio Andrés Puerta (58619059200); Orozco, Ana Susana Cantillo (59454824700); Gómez, Luis Vergara (58619170300); Ospino, Alfredo Enrique Sanabria (57212004785); Garcia, Juan Camilo Ramirez (57216332462)","58619059200; 59454824700; 58619170300; 57212004785; 57216332462","Digital entrepreneurship in tourism as an engine of economic reactivation in Colombia: a theoretical approach","2023","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2023-July","","","","","1","","https://www.scopus.com/pages/publications/85172401145?origin=resultslist","Fundación Universitaria Tecnológico Comfenalco, Colombia; Universidad Tecnológica de Bolívar, Colombia; Universidad Santo Tomas, Colombia; Universidad Surcolombiana, Colombia","Guardo F.A.P., Fundación Universitaria Tecnológico Comfenalco, Colombia; Orozco A.S.C., Universidad Tecnológica de Bolívar, Colombia; Gómez L.V., Fundación Universitaria Tecnológico Comfenalco, Colombia; Ospino A.E.S., Universidad Santo Tomas, Colombia; Garcia J.C.R., Universidad Surcolombiana, Colombia","","","","","24146390","978-628952074-3","","Conference paper","Final","","Scopus","2-s2.0-85172401145"
"Guzman-Henao J.; Grisales-Noreña L.F.; Restrepo-Cuestas B.J.; Montoya O.D.","Guzman-Henao, Jhony (58043318200); Grisales-Noreña, Luis Fernando (55791991200); Restrepo-Cuestas, Bonie Johana (57201687046); Montoya, Oscar Danilo (56919564100)","58043318200; 55791991200; 57201687046; 56919564100","Optimal Integration of Photovoltaic Systems in Distribution Networks from a Technical, Financial, and Environmental Perspective","2023","Energies","16","1","562","","","23","10.3390/en16010562","https://www.scopus.com/pages/publications/85145645911?origin=resultslist","Facultad de Ingenierías, Instituto Tecnológico Metropolitano, Medellín, 050036, Colombia; Department of Electrical Engineering, Faculty of Engineering, Universidad de Talca, Curicó, 3340000, Chile; Grupo de Compatibilidad e Interferencia Electromagnética (GCEM), Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia; Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia","Guzman-Henao J., Facultad de Ingenierías, Instituto Tecnológico Metropolitano, Medellín, 050036, Colombia; Grisales-Noreña L.F., Department of Electrical Engineering, Faculty of Engineering, Universidad de Talca, Curicó, 3340000, Chile; Restrepo-Cuestas B.J., Facultad de Ingenierías, Instituto Tecnológico Metropolitano, Medellín, 050036, Colombia; Montoya O.D., Grupo de Compatibilidad e Interferencia Electromagnética (GCEM), Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia, Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia","","","","","19961073","","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85145645911"
"Araujo-Martínez D.; Segrera-Castilla M.; Jiménez-Castilla T.","Araujo-Martínez, Dalel (57655769900); Segrera-Castilla, Michael (57220069921); Jiménez-Castilla, Tania (57204842254)","57655769900; 57220069921; 57204842254","Labour Informality in Colombia's 13 Cities and Metropolitan Areas between 2019-2020; [Informalidad laboral en 13 ciudades y áreas metropolitanas de Colombia (2019-2020)]","2022","Revista de Economia Mundial","2022","60","","245","265","2","10.33776/rem.v0i60.5532","https://www.scopus.com/pages/publications/85129092120?origin=resultslist","Instituto de Estudios en Desarrollo, Economía y Sostenibilidad – IDEEAS, Universidad Tecnológica de Bolívar, Colombia","Araujo-Martínez D., Instituto de Estudios en Desarrollo, Economía y Sostenibilidad – IDEEAS, Universidad Tecnológica de Bolívar, Colombia; Segrera-Castilla M., Instituto de Estudios en Desarrollo, Economía y Sostenibilidad – IDEEAS, Universidad Tecnológica de Bolívar, Colombia; Jiménez-Castilla T., Instituto de Estudios en Desarrollo, Economía y Sostenibilidad – IDEEAS, Universidad Tecnológica de Bolívar, Colombia","","","","","15760162","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85129092120"
"Garvizu C.; Vargas S.; Contreras-Ortiz S.H.; Montoya-Noguera S.","Garvizu, Carolina (57216651237); Vargas, Susana (58835296200); Contreras-Ortiz, Sonia H. (57210822856); Montoya-Noguera, Silvana (56122466000)","57216651237; 58835296200; 57210822856; 56122466000","Promotion of research: A cornerstone of the Latin American open chair Matilda and the women in engineering","2023","CEUR Workshop Proceedings","3607","","","171","178","2","","https://www.scopus.com/pages/publications/85182934265?origin=resultslist","Centro de Investigaciòn en Agua, Energía y Sostenibilidad - Universidad Católica Boliviana San Pablo, La Paz, Bolivia; Universidad Católica Boliviana San Pablo, La Paz, Bolivia; Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Universidad EAFIT, Medellín, Colombia","Garvizu C., Centro de Investigaciòn en Agua, Energía y Sostenibilidad - Universidad Católica Boliviana San Pablo, La Paz, Bolivia; Vargas S., Universidad Católica Boliviana San Pablo, La Paz, Bolivia; Contreras-Ortiz S.H., Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Montoya-Noguera S., Universidad EAFIT, Medellín, Colombia","","","","","16130073","","","Conference paper","Final","","Scopus","2-s2.0-85182934265"
"Hoz E.D.L.; Zuluaga R.; Mendoza A.","Hoz, Enrique De La (57220073247); Zuluaga, Rohemi (57216439951); Mendoza, Adel (57211403525)","57220073247; 57216439951; 57211403525","Assessing and classification of academic efficiency in engineering teaching programs","2021","Journal on Efficiency and Responsibility in Education and Science","14","1","","41","52","28","10.7160/ERIESJ.2021.140104","https://www.scopus.com/pages/publications/85104465714?origin=resultslist","Universidad Tecnológica de Bolívar, Colombia; Universidad del Sinú, Colombia; Universidad del Atlántico, Colombia","Hoz E.D.L., Universidad Tecnológica de Bolívar, Colombia; Zuluaga R., Universidad del Sinú, Colombia; Mendoza A., Universidad del Atlántico, Colombia","","","","","23362375","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85104465714"
"Rojas J.D.G.; Ramírez J.L.V.","Rojas, Juan David García (58619855900); Ramírez, José Luis Villa (7005142049)","58619855900; 7005142049","Design of a Model of Good Practices for the Use of the Work Breakdown Structure in the Management of Electrical Projects for the Industrial Sector; [Diseño de un Modelo de Buenas Prácticas para el Uso de la Estructura de Desglose del Trabajo en La Gestión de Proyectos Eléctricos para el Sector Industrial]","2023","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2023-July","","","","","0","","https://www.scopus.com/pages/publications/85172344549?origin=resultslist","Universidad Tecnológica de Bolívar, Colombia","Rojas J.D.G., Universidad Tecnológica de Bolívar, Colombia; Ramírez J.L.V., Universidad Tecnológica de Bolívar, Colombia","","","","","24146390","978-628952074-3","","Conference paper","Final","","Scopus","2-s2.0-85172344549"
"Montoya O.D.; Giral-Ramirez D.A.; Grisales-Norena L.F.","Montoya, Oscar Danilo (56919564100); Giral-Ramirez, Diego Armando (36975442100); Grisales-Norena, Luis Fernando (55791991200)","56919564100; 36975442100; 55791991200","Black hole optimizer for the optimal power injection in distribution networks using DG","2021","Journal of Physics: Conference Series","2135","1","012010","","","2","10.1088/1742-6596/2135/1/012010","https://www.scopus.com/pages/publications/85122984518?origin=resultslist","Universidad Distrital Francisco Jose de Caldas, Colombia; Universidad Tecnologica de Bolivar, Colombia; Instituto Tecnologico Metropolitano, Medellin, Colombia","Montoya O.D., Universidad Distrital Francisco Jose de Caldas, Colombia, Universidad Tecnologica de Bolivar, Colombia; Giral-Ramirez D.A., Universidad Distrital Francisco Jose de Caldas, Colombia; Grisales-Norena L.F., Instituto Tecnologico Metropolitano, Medellin, Colombia","","","","","17426588","","","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85122984518"
"Meléndez G.R.; Jiménez A.P.","Meléndez, Gabriel Román (56006978600); Jiménez, Alfredo Pugliese (58786228600)","56006978600; 58786228600","Disabilities and specific educational needs in the classroom: diagnosis, treatment and proposal for its intervention in the school context","2023","Publicaciones de la Facultad de Educacion y Humanidades del Campus de Melilla","53","3","","353","367","0","10.30827/publicaciones.v53i3.29779","https://www.scopus.com/pages/publications/85180982317?origin=resultslist","Technological University of Bolivar, Colombia; Metropolitan University of Barranquilla, Colombia","Meléndez G.R., Technological University of Bolivar, Colombia; Jiménez A.P., Metropolitan University of Barranquilla, Colombia","","","","","15774147","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85180982317"
"Acevedo-Barrios R.; Olivero-Verbel J.","Acevedo-Barrios, Rosa (56674579200); Olivero-Verbel, Jesus (9736353600)","56674579200; 9736353600","Perchlorate Contamination: Sources, Effects, and Technologies for Remediation","2021","Reviews of Environmental Contamination and Toxicology","256","","","103","120","21","10.1007/398_2021_66","https://www.scopus.com/pages/publications/85120578773?origin=resultslist","Environmental and Computational Chemistry Group, School of Pharmaceutical Sciences, University of Cartagena, Cartagena, Colombia; Grupo de Investigación en Estudios Químicos y Biológicos, Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, Colombia","Acevedo-Barrios R., Environmental and Computational Chemistry Group, School of Pharmaceutical Sciences, University of Cartagena, Cartagena, Colombia, Grupo de Investigación en Estudios Químicos y Biológicos, Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Olivero-Verbel J., Environmental and Computational Chemistry Group, School of Pharmaceutical Sciences, University of Cartagena, Cartagena, Colombia","","perchlorate, 14797-73-0; Environmental Pollutants, ; Perchlorates, ; Soil, ","","","01795953","","RCTOE","Book chapter","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85120578773"
"Arenas-Acuña C.A.; Rodriguez-Contreras J.A.; Montoya O.D.; Rivas-Trujillo E.","Arenas-Acuña, Camilo Andres (57298893100); Rodriguez-Contreras, Jonathan Andres (57299803200); Montoya, Oscar Danilo (56919564100); Rivas-Trujillo, Edwin (26649594400)","57298893100; 57299803200; 56919564100; 26649594400","Black-hole optimization applied to the parametric estimation in distribution transformers considering voltage and current measures","2021","Computers","10","10","124","","","15","10.3390/computers10100124","https://www.scopus.com/pages/publications/85117334854?origin=resultslist","Ingeniería Eléctrica, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia; Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia; Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia","Arenas-Acuña C.A., Ingeniería Eléctrica, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia; Rodriguez-Contreras J.A., Ingeniería Eléctrica, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia; Montoya O.D., Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia, Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, Cartagena, 131001, Colombia; Rivas-Trujillo E., Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Bogotá, 110231, Colombia","","","","","2073431X","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85117334854"
"Castilla Caballero D.R.; Del Rosario Medina Guerrero A.; Machuca Martinez F.; Colina Márquez J.A.","Castilla Caballero, Deyler Rafael (57024211000); Del Rosario Medina Guerrero, Astrid (59351819200); Machuca Martinez, Fiderman (35488117500); Colina Márquez, José Angel (23484999200)","57024211000; 59351819200; 35488117500; 23484999200","Modeling and simulation of falling film photocatalytic reactors: use of computational fluid dynamics (CFD) for multiphase system analysis; [Modelagem e simulação de reatores fotocatalíticos de filme descendente: uso da dinâmica de fluidos computacional (CFD) para análise de sistemas multifásicos]; [Modelamiento y simulación de reactores fotocatalíticos de película descendente: uso de la dinámica computacional de fluidos (CFD) para análisis del sistema multifásico]","2023","Revista Colombiana de Quimica","52","2","","43","53","0","10.15446/rev.colomb.quim.v52n2.110351","https://www.scopus.com/pages/publications/85205498108?origin=resultslist","Programas de Ingeniería Ambiental e Ingeniería Química de la Universidad Tecnológica de Bolívar, Cartagena, Colombia; Escuela de Ingeniería Química, Universidad del Valle, Cali, Colombia; Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Programa de Ingeniería Química, Universidad de Cartagena, Cartagena, Colombia","Castilla Caballero D.R., Programas de Ingeniería Ambiental e Ingeniería Química de la Universidad Tecnológica de Bolívar, Cartagena, Colombia, Escuela de Ingeniería Química, Universidad del Valle, Cali, Colombia; Del Rosario Medina Guerrero A., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Machuca Martinez F., Escuela de Ingeniería Química, Universidad del Valle, Cali, Colombia; Colina Márquez J.A., Programa de Ingeniería Química, Universidad de Cartagena, Cartagena, Colombia","","","","","01202804","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85205498108"
"Gómez-Reyes F.M.; Catalá-Pérez D.; de-Miguel-Molina M.","Gómez-Reyes, Flor Marleny (59998877700); Catalá-Pérez, Daniel (57217227781); de-Miguel-Molina, María (23396399300)","59998877700; 57217227781; 23396399300","The Role of Public Policies in Enhancing Cultural and Creative Industries: An Analysis of Public Policies Related to Music in Colombia","2021","SpringerBriefs in Economics","Part F9645","","","27","40","2","10.1007/978-3-030-76882-9_3","https://www.scopus.com/pages/publications/105036570003?origin=resultslist","Universidad Tecnológica de Bolivar, Cartagena, Colombia; Universitat Politècnica de València, Valencia, Spain","Gómez-Reyes F.M., Universidad Tecnológica de Bolivar, Cartagena, Colombia; Catalá-Pérez D., Universitat Politècnica de València, Valencia, Spain; de-Miguel-Molina M., Universitat Politècnica de València, Valencia, Spain","","","","","21915504","","","Book chapter","Final","","Scopus","2-s2.0-105036570003"
"Ramirez-Brewer D.; Montoya O.D.; Vivero J.U.; García-Zapateiro L.","Ramirez-Brewer, David (57365816300); Montoya, Oscar Danilo (56919564100); Vivero, Jairo Useche (24537991200); García-Zapateiro, Luis (36679908400)","57365816300; 56919564100; 24537991200; 36679908400","Characterization and Modeling of the viscoelastic behavior of hydrocolloid-based films using classical and fractional rheological models","2021","Fluids","6","11","418","","","17","10.3390/fluids6110418","https://www.scopus.com/pages/publications/85120807198?origin=resultslist","Research Group of Complex Fluid Engineering and Food Rheology, University of Cartagena, Cartagena, 130015, Colombia; Facultad de Ingeniería, Universidad Tecnológica de Bolívar, km 1 Vıa Turbaco, Cartagena, 131001, Colombia; Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Carrera 7 No. 40B-53, Bogotá, 110231, Colombia; Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, km 1 Vıa Turbaco, Cartagena, 131001, Colombia","Ramirez-Brewer D., Research Group of Complex Fluid Engineering and Food Rheology, University of Cartagena, Cartagena, 130015, Colombia, Facultad de Ingeniería, Universidad Tecnológica de Bolívar, km 1 Vıa Turbaco, Cartagena, 131001, Colombia; Montoya O.D., Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Carrera 7 No. 40B-53, Bogotá, 110231, Colombia, Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, km 1 Vıa Turbaco, Cartagena, 131001, Colombia; Vivero J.U., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, km 1 Vıa Turbaco, Cartagena, 131001, Colombia; García-Zapateiro L., Research Group of Complex Fluid Engineering and Food Rheology, University of Cartagena, Cartagena, 130015, Colombia","","","","","23115521","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85120807198"
"Martelo F.P.; Escobar A.Z.C.","Martelo, Fredy Pérez (58619343000); Escobar, Alba Zulay Cárdenas (57930948900)","58619343000; 57930948900","Managing interests, a methodology for determining the degree of influence within a project and managing its risk: The case of the Pasacaballos fishermen and the expansion of the Oiltanking Cartagena wharf; [Manejando los intereses, una metodología para la determinación del grado de influencia dentro de un proyecto y gestionar su riesgo: El caso de los Pescadores de Pasacaballos y la ampliación del muelle de Oiltanking Cartagena]","2023","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2023-July","","","","","1","","https://www.scopus.com/pages/publications/85172312643?origin=resultslist","Universidad Tecnológica de Bolívar (UTB), Colombia","Martelo F.P., Universidad Tecnológica de Bolívar (UTB), Colombia; Escobar A.Z.C., Universidad Tecnológica de Bolívar (UTB), Colombia","","","","","24146390","978-628952074-3","","Conference paper","Final","","Scopus","2-s2.0-85172312643"
"Vásquez J.; Puertas E.","Vásquez, Jenifer (57205400052); Puertas, Edwin (57202285682)","57205400052; 57202285682","Component Analysis to Design an Integral Sustainability Model for Micro, Small, and Medium-Sized Enterprises","2023","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","2023-July","","","","","0","","https://www.scopus.com/pages/publications/85172315912?origin=resultslist","Universidad Tecnólogica de Bolívar, Colombia","Vásquez J., Universidad Tecnólogica de Bolívar, Colombia; Puertas E., Universidad Tecnólogica de Bolívar, Colombia","","","","","24146390","978-628952074-3","","Conference paper","Final","","Scopus","2-s2.0-85172315912"
"Ospina-Mateus H.; Quintana Jiménez L.A.; Lopez-Valdes F.J.; Berrio Garcia S.; Barrero L.H.; Sana S.S.","Ospina-Mateus, Holman (57194034904); Quintana Jiménez, Leonardo Augusto (57195939566); Lopez-Valdes, Francisco J. (23110963500); Berrio Garcia, Shyrle (57215488018); Barrero, Lope H. (57208560675); Sana, Shib Sankar (15078194000)","57194034904; 57195939566; 23110963500; 57215488018; 57208560675; 15078194000","Extraction of decision rules using genetic algorithms and simulated annealing for prediction of severity of traffic accidents by motorcyclists","2021","Journal of Ambient Intelligence and Humanized Computing","12","11","","10051","10072","41","10.1007/s12652-020-02759-5","https://www.scopus.com/pages/publications/85099030274?origin=resultslist","Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Department of Industrial Engineering, Pontificia Universidad Javeriana, Carrera 7 # 40-62, Bogotá, Colombia; Instituto de Investigacion Tecnológica (IIT), ICAI Engineering School, Universidad Pontificia Comillas, c/Alberto Aguilera 25, Madrid, 28250, Spain; Department of Mathematics, Kishore Bharati Bhagini Nivedita College, 148, Ramkrishna Sarani, Behala, Kolkata, 700060, India","Ospina-Mateus H., Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia, Department of Industrial Engineering, Pontificia Universidad Javeriana, Carrera 7 # 40-62, Bogotá, Colombia; Quintana Jiménez L.A., Department of Industrial Engineering, Pontificia Universidad Javeriana, Carrera 7 # 40-62, Bogotá, Colombia; Lopez-Valdes F.J., Instituto de Investigacion Tecnológica (IIT), ICAI Engineering School, Universidad Pontificia Comillas, c/Alberto Aguilera 25, Madrid, 28250, Spain; Berrio Garcia S., Department of Industrial Engineering, Pontificia Universidad Javeriana, Carrera 7 # 40-62, Bogotá, Colombia; Barrero L.H., Department of Industrial Engineering, Pontificia Universidad Javeriana, Carrera 7 # 40-62, Bogotá, Colombia; Sana S.S., Department of Mathematics, Kishore Bharati Bhagini Nivedita College, 148, Ramkrishna Sarani, Behala, Kolkata, 700060, India","","","","","18685137","","","Article","Final","","Scopus","2-s2.0-85099030274"
"Acevedo-Chedid J.; Grice-Reyes J.; Ospina-Mateus H.; Salas-Navarro K.; Santander-Mercado A.; Sana S.S.","Acevedo-Chedid, Jaime (57193533853); Grice-Reyes, Jennifer (57222257547); Ospina-Mateus, Holman (57194034904); Salas-Navarro, Katherinne (57193504630); Santander-Mercado, Alcides (57185806100); Sana, Shib Sankar (15078194000)","57193533853; 57222257547; 57194034904; 57193504630; 57185806100; 15078194000","Soft-computing approaches for rescheduling problems in a manufacturing industry","2021","RAIRO - Operations Research","55","","","S2125","S2159","13","10.1051/ro/2020077","https://www.scopus.com/pages/publications/85102025615?origin=resultslist","Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Department of Productivity and Innovation, Universidad de la Costa, Barranquilla, Colombia; Department of Industrial Engineering, Universidad Del Norte, Barranquilla, Colombia; Kishore Bharati Bhagini Nivedita College, Behala, Kolkata, 700060, India","Acevedo-Chedid J., Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Grice-Reyes J., Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Ospina-Mateus H., Department of Industrial Engineering, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Salas-Navarro K., Department of Productivity and Innovation, Universidad de la Costa, Barranquilla, Colombia; Santander-Mercado A., Department of Industrial Engineering, Universidad Del Norte, Barranquilla, Colombia; Sana S.S., Kishore Bharati Bhagini Nivedita College, Behala, Kolkata, 700060, India","","","","","28047303","","","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85102025615"
"Montoya O.D.; Gil-González W.","Montoya, Oscar Danilo (56919564100); Gil-González, Walter (57191493648)","56919564100; 57191493648","A MIQP model for optimal location and sizing of dispatchable DGs in DC networks","2021","Energy Systems","12","1","","181","202","13","10.1007/s12667-020-00403-x","https://www.scopus.com/pages/publications/85089981920?origin=resultslist","Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Carrera 7 No. 40B - 53, Bogotá, D.C 11021, Colombia; Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, km 1 vía Turbaco, Cartagena, 131001, Colombia; Grupo GIIEN, Facultad de Ingeniería, Institución Universitaria Pascual Bravo, Campus Robledo, Medellín, 050036, Colombia","Montoya O.D., Facultad de Ingeniería, Universidad Distrital Francisco José de Caldas, Carrera 7 No. 40B - 53, Bogotá, D.C 11021, Colombia, Laboratorio Inteligente de Energía, Universidad Tecnológica de Bolívar, km 1 vía Turbaco, Cartagena, 131001, Colombia; Gil-González W., Grupo GIIEN, Facultad de Ingeniería, Institución Universitaria Pascual Bravo, Campus Robledo, Medellín, 050036, Colombia","","","","","18683967","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089981920"
"Medina-Hernández E.-J.; Barco-Llerena E.; Villalba-Acevedo J.-L.","Medina-Hernández, Edith-Johana (57354189300); Barco-Llerena, Evelin (57954173000); Villalba-Acevedo, Jorge-Luis (57918628600)","57354189300; 57954173000; 57918628600","COVID-19 Preparedness and Response by Global South and Global North Countries: A Comparative Analysis; [Preparação e reação dos países globais do sul e do norte contra a COVID-19: uma análise comparativa]; [Preparación y reacción de los países del sur y norte global frente al COVID-19: un análisis comparado]","2022","HiSTOReLo","14","30","","251","292","2","10.15446/historelo.v14n30.94006","https://www.scopus.com/pages/publications/85141243051?origin=resultslist","Universidad de Salamanca, Spain; Universidad de San Buenaventura, Colombia; Universidad Tecnológica de Bolívar, Colombia","Medina-Hernández E.-J., Universidad de Salamanca, Spain; Barco-Llerena E., Universidad de San Buenaventura, Colombia; Villalba-Acevedo J.-L., Universidad Tecnológica de Bolívar, Colombia","","","","","2145132X","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85141243051"
